time,Distance,Speed_RL,Speed_FR,Speed_FL,Speed_RR,BP_F,BP_R,LateralAcc,InlineAcc,VerticalAcc,PitchRate,RollRate,YawRate,RPM,TPS,IAT,BT_FR_L,BT_FR_R,GPS_Speed,GPS_Nsat,GPS_LatAcc,GPS_LonAcc,GPS_Slope,GPS_Heading,GPS_Gyro,GPS_Altitude,GPS_Latitude,GPS_Longitude,GPS_Elevation
0.000,0.000,61.631794,27.315790,28.483343,57.945507,0.504742,0.465366,-0.059777,1.049846,-0.694080,-1.598332,-5.263231,13.352942,9326.863281,100.000000,21.000000,-0.000015,-0.000015,28.100000,11.000000,0.082215,0.894164,1.530003,-6.852164,6.303359,115.000000,49.330161454988,8.564073214370,115.27
0.010,0.000,61.405079,27.669876,28.801941,58.036514,0.515237,0.467632,0.026753,0.863615,-0.792730,-0.063868,-4.785751,13.020222,9322.925781,100.000000,21.000000,-0.000015,-0.000015,28.410000,11.000000,0.086357,0.896394,1.497344,-6.707778,6.511915,115.000000,49.330162185572,8.564072996302,115.27
0.020,0.000,61.178368,28.023962,29.120537,58.127522,0.512904,0.476127,0.113283,0.677384,-0.891379,1.470596,-4.308272,12.687501,9318.988281,100.000000,21.000000,-0.000015,-0.000015,28.720001,11.000000,0.090500,0.898625,1.464686,-6.563393,6.720472,115.000000,49.330162968336,8.564072775374,115.27
0.030,0.000,60.951653,28.378050,29.439135,58.218529,0.518152,0.471030,0.177215,0.886503,-1.007501,-0.236820,-6.289669,12.545957,9315.051758,100.000000,21.000000,-0.000015,-0.000015,29.030001,11.000000,0.094643,0.900856,1.432027,-6.419008,6.929029,115.000000,49.330163764146,8.564072553731,115.27
0.040,0.000,60.724941,28.732136,29.757730,58.309536,0.522816,0.476693,0.241147,1.095621,-1.123623,-1.944235,-8.271067,12.404412,9311.114258,100.000000,21.000000,-0.000015,-0.000015,29.340000,11.000000,0.098785,0.903086,1.399369,-6.274622,7.137585,115.000000,49.330164559956,8.564072332088,115.27
0.050,0.000,60.498226,29.086222,30.076328,58.400543,0.515820,0.478958,0.183741,0.947216,-0.971974,-0.596174,-4.651371,12.761030,9307.176758,100.000000,21.000000,-0.000015,-0.000015,29.650002,11.000000,0.102928,0.905317,1.366710,-6.130237,7.346142,115.000000,49.330165355766,8.564072110445,115.28
0.060,0.001,60.470646,29.340364,30.414612,58.405819,0.527480,0.477259,0.126335,0.798810,-0.820324,0.751886,-1.031676,13.117647,9303.239258,100.000000,21.000000,-0.000015,-0.000015,29.960001,11.000000,0.107070,0.907548,1.334051,-5.985852,7.554698,115.000000,49.330166151576,8.564071888802,115.28
0.070,0.001,60.443066,29.594507,30.752893,58.411095,0.529229,0.477259,0.059907,0.907062,-0.780563,0.253210,-2.046677,14.161765,9299.301758,100.000000,21.000000,-0.000015,-0.000015,30.270000,11.000000,0.111213,0.909778,1.301393,-5.841466,7.763255,115.000000,49.330166947386,8.564071667159,115.28
0.080,0.001,60.415485,29.848650,31.091177,58.416370,0.523982,0.474428,-0.006520,1.015314,-0.740801,-0.245467,-3.061679,15.205883,9295.365234,100.000000,21.000000,-0.000015,-0.000015,30.580000,11.000000,0.115356,0.912009,1.268734,-5.697081,7.971811,115.000000,49.330167772490,8.564071448569,115.28
0.090,0.001,60.387905,30.102793,31.429459,58.421646,0.518152,0.474994,0.005241,0.891693,-1.016797,-0.232015,-0.711450,15.994486,9291.427734,100.000000,21.000000,-0.000015,-0.000015,30.890001,11.000000,0.119498,0.914239,1.236076,-5.552696,8.180368,115.000000,49.330168626887,8.564071233030,115.29
0.100,0.001,60.360325,30.356936,31.767742,58.426922,0.511155,0.472729,0.017002,0.768071,-1.292793,-0.218564,1.638779,16.783089,9287.490234,100.000000,21.000000,-0.000015,-0.000015,31.200001,11.000000,0.123641,0.916470,1.203417,-5.408310,8.388925,115.000000,49.330169481285,8.564071017492,115.29
0.110,0.001,60.199528,30.701416,32.121048,58.503948,0.524565,0.476127,0.049150,0.892458,-1.150293,-0.997806,0.417918,16.992647,9273.582031,100.000000,21.000000,-0.000015,-0.000015,31.530001,11.000000,0.129249,0.917745,1.204563,-5.253612,8.641026,115.000000,49.330170335683,8.564070801953,115.29
0.120,0.001,60.038734,31.045898,32.474354,58.580975,0.528063,0.481790,0.081298,1.016844,-1.007793,-1.777049,-0.802943,17.202206,9259.672852,100.000000,21.000000,-0.000015,-0.000015,31.860001,11.000000,0.134858,0.919019,1.205709,-5.098913,8.893127,115.000000,49.330171190080,8.564070586415,115.29
0.130,0.001,59.877937,31.390379,32.827660,58.658005,0.521650,0.471596,0.101256,0.893988,-0.874832,-0.397280,-3.153172,17.463236,9245.764648,100.000000,21.000000,-0.000015,-0.000015,32.190002,11.000000,0.140466,0.920294,1.206855,-4.944214,9.145229,115.000000,49.330172044478,8.564070370876,115.30
0.140,0.001,59.717144,31.734861,33.180965,58.735031,0.526314,0.461968,0.121214,0.771132,-0.741872,0.982488,-5.503401,17.724266,9231.856445,100.000000,21.000000,-0.000015,-0.000015,32.520000,11.000000,0.146075,0.921569,1.208001,-4.789516,9.397330,115.000000,49.330172921091,8.564070157799,115.30
0.150,0.001,59.556347,32.079342,33.534271,58.812057,0.528063,0.469897,0.143183,0.911753,-1.005798,0.128300,-3.336158,18.310661,9217.947266,100.000000,21.000000,-0.000015,-0.000015,32.849998,11.000000,0.151683,0.922843,1.209147,-4.634817,9.649431,115.000000,49.330173849539,8.564069950464,115.30
0.160,0.001,59.431129,32.438103,33.895088,58.588100,0.527480,0.474994,0.165152,1.052374,-1.269724,-0.725888,-1.168915,18.897058,9204.039063,100.000000,21.000000,-0.000015,-0.000015,33.180000,11.000000,0.157291,0.924118,1.210293,-4.480119,9.901533,115.000000,49.330174777988,8.564069743129,115.30
0.170,0.002,59.305916,32.796860,34.255905,58.364143,0.528646,0.475560,0.164700,1.039566,-1.179688,1.907779,1.555863,19.132353,9190.130859,100.000000,21.000000,-0.000015,-0.000015,33.510002,11.000000,0.162900,0.925393,1.211438,-4.325420,10.153635,115.000000,49.330175706436,8.564069535794,115.31
0.180,0.002,59.180698,33.155621,34.616726,58.140182,0.511738,0.474428,0.164248,1.026758,-1.089653,4.541445,4.280642,19.367647,9176.222656,100.000000,21.000000,-0.000015,-0.000015,33.840000,11.000000,0.168508,0.926667,1.212584,-4.170722,10.405736,115.000000,49.330176634884,8.564069328459,115.31
0.190,0.002,59.055485,33.514378,34.977543,57.916225,0.514071,0.468198,0.132899,1.063219,-0.898826,3.410535,2.067653,18.261030,9162.313477,100.000000,21.000000,-0.000015,-0.000015,34.169998,11.000000,0.174117,0.927942,1.213730,-4.016023,10.657837,115.000000,49.330177563333,8.564069121125,115.31
0.200,0.002,58.930267,33.873138,35.338360,57.692268,0.516986,0.466499,0.101549,1.099680,-0.707999,2.279624,-0.145336,17.154413,9148.405273,100.000000,21.000000,-0.000015,-0.000015,34.500000,11.000000,0.179725,0.929217,1.214876,-3.861324,10.909939,115.000000,49.330178494817,8.564068916147,115.31
0.210,0.002,58.567028,34.198669,35.587021,57.715481,0.508823,0.474994,0.077048,0.973031,-0.986282,3.653628,1.175595,16.463236,9130.943359,100.000000,21.000000,-0.000015,-0.000015,34.830002,11.000000,0.187500,0.928770,1.205709,-3.767359,11.235379,115.000000,49.330179453625,8.564068732388,115.32
0.220,0.002,58.203793,34.524200,35.835682,57.738693,0.514071,0.477826,0.052547,0.846382,-1.264565,5.027631,2.496527,15.772059,9113.482422,100.000000,21.000000,-0.000015,-0.000015,35.160000,11.000000,0.195276,0.928324,1.196542,-3.673394,11.560819,115.000000,49.330180412434,8.564068548629,115.32
0.230,0.002,57.840553,34.849731,36.084343,57.761909,0.512321,0.478392,0.067034,0.954335,-1.122893,4.960372,1.292821,15.327207,9096.020508,100.000000,21.000000,-0.000015,-0.000015,35.489998,11.000000,0.203051,0.927878,1.187374,-3.579429,11.886259,115.000000,49.330181371243,8.564068364869,115.32
0.240,0.002,57.477318,35.175262,36.333004,57.785122,0.522816,0.474428,0.081520,1.062288,-0.981220,4.893114,0.089115,14.882354,9078.558594,100.000000,21.000000,-0.000015,-0.000015,35.820000,11.000000,0.210826,0.927432,1.178207,-3.485464,12.211699,115.000000,49.330182330051,8.564068181110,115.33
0.250,0.002,57.114079,35.500793,36.581665,57.808334,0.522816,0.469331,0.130822,0.984841,-1.123477,4.935390,-0.711450,13.667280,9061.097656,100.000000,21.000000,-0.000015,-0.000015,36.150002,11.000000,0.218602,0.926986,1.169039,-3.391499,12.537139,115.000000,49.330183288860,8.564067997350,115.33
0.260,0.002,56.710022,35.827362,36.847160,57.725506,0.521650,0.476127,0.180124,0.907395,-1.265733,4.977667,-1.512014,12.452207,9043.635742,100.000000,21.000000,-0.000015,-0.000015,36.480000,11.000000,0.226377,0.926540,1.159872,-3.297534,12.862579,115.000000,49.330184247668,8.564067813591,115.33
0.270,0.003,56.305965,36.153931,37.112659,57.642673,0.525731,0.477259,0.210370,1.106633,-1.094665,4.121558,-2.452678,11.757354,9026.173828,100.000000,21.000000,-0.000015,-0.000015,36.809998,11.000000,0.234152,0.926094,1.150705,-3.203569,13.188019,115.000000,49.330185263624,8.564067646860,115.33
0.280,0.003,55.901905,36.480503,37.378155,57.559845,0.522233,0.467632,0.240616,1.305871,-0.923598,3.265448,-3.393341,11.062501,9008.711914,100.000000,21.000000,-0.000015,-0.000015,37.139999,11.000000,0.241928,0.925648,1.141538,-3.109604,13.513459,115.000000,49.330186293868,8.564067484385,115.34
0.290,0.003,55.497849,36.807072,37.643654,57.477013,0.522233,0.474994,0.215216,1.103073,-0.969443,3.602703,-4.359737,10.479780,8991.250977,100.000000,21.000000,-0.000015,-0.000015,37.470001,11.000000,0.249703,0.925201,1.132370,-3.015639,13.838899,115.000000,49.330187324111,8.564067321911,115.34
0.300,0.003,55.093792,37.133640,37.909149,57.394184,0.526314,0.471030,0.189815,0.900276,-1.015288,3.939959,-5.326133,9.897059,8973.789063,100.000000,21.000000,-0.000015,-0.000015,37.799999,11.000000,0.257479,0.924755,1.123203,-2.921674,14.164339,115.000000,49.330188354354,8.564067159437,115.34
0.310,0.003,54.864323,37.516022,38.289394,57.368332,0.517569,0.479525,0.166059,1.076493,-1.055001,2.368022,1.301398,9.676472,8948.628906,100.000000,21.000000,-0.000015,-0.000015,38.130001,11.000000,0.267230,0.923353,1.115754,-2.827708,14.547075,115.000000,49.330189384597,8.564066996962,115.34
0.320,0.003,54.634850,37.898403,38.669640,57.342480,0.523982,0.477259,0.142304,1.252710,-1.094714,0.796085,7.928929,9.455883,8923.468750,100.000000,21.000000,-0.000015,-0.000015,38.459999,11.000000,0.276981,0.921951,1.108306,-2.733743,14.929811,115.000000,49.330190414841,8.564066834488,115.35
0.330,0.003,54.405380,38.280788,39.049881,57.316631,0.517569,0.475560,0.176142,0.963850,-1.130582,1.039178,6.796702,9.584559,8898.308594,100.000000,21.000000,-0.000015,-0.000015,38.790001,11.000000,0.286732,0.920549,1.100858,-2.639778,15.312547,115.000000,49.330191470593,8.564066688534,115.35
0.340,0.003,54.175907,38.663170,39.430126,57.290779,0.516986,0.478392,0.209980,0.674989,-1.166451,1.282271,5.664475,9.713236,8873.148438,100.000000,21.000000,-0.000015,-0.000015,39.119999,11.000000,0.296483,0.919147,1.093409,-2.545813,15.695282,115.000000,49.330192551854,8.564066559099,115.35
0.350,0.003,53.946438,39.045551,39.810371,57.264927,0.519318,0.469331,0.259785,0.891726,-1.075198,-1.062182,2.130554,9.485294,8847.988281,100.000000,21.000000,-0.000015,-0.000015,39.450001,11.000000,0.306234,0.917745,1.085961,-2.451848,16.078018,115.000000,49.330193633115,8.564066429664,115.36
0.360,0.004,54.120472,39.248814,40.168858,57.352505,0.509406,0.466499,0.309590,1.108463,-0.983946,-3.406636,-1.403366,9.257354,8822.828125,100.000000,21.000000,-0.000015,-0.000015,39.780003,11.000000,0.315985,0.916343,1.078512,-2.357883,16.460754,115.000000,49.330194714376,8.564066300230,115.36
0.370,0.004,54.294506,39.452076,40.527344,57.440083,0.511738,0.474994,0.329866,0.935240,-1.088777,-2.899312,0.100551,10.441177,8797.667969,100.000000,21.000000,-0.000015,-0.000015,40.110001,11.000000,0.325736,0.914940,1.071064,-2.263918,16.843491,115.000000,49.330195795637,8.564066170795,115.36
0.380,0.004,54.468540,39.655334,40.885830,57.527664,0.509989,0.470463,0.350143,0.762016,-1.193607,-2.391987,1.604469,11.625001,8772.507813,100.000000,21.000000,-0.000015,-0.000015,40.440002,11.000000,0.335487,0.913538,1.063615,-2.169953,17.226225,115.000000,49.330196876899,8.564066041360,115.36
0.390,0.004,54.642574,39.858597,41.244316,57.615242,0.502410,0.478392,0.360211,0.838798,-1.099435,-2.383339,-1.449113,13.077207,8747.347656,100.000000,21.000000,-0.000015,-0.000015,40.770000,11.000000,0.345238,0.912136,1.056167,-2.075988,17.608961,115.000000,49.330197976433,8.564065923826,115.37
0.400,0.004,54.816608,40.061859,41.602802,57.702820,0.514071,0.471030,0.370280,0.915579,-1.005262,-2.374692,-4.502695,14.529412,8722.187500,100.000000,21.000000,-0.000015,-0.000015,41.100002,11.000000,0.354989,0.910734,1.048718,-1.982023,17.991697,115.000000,49.330199118604,8.564065834059,115.37
0.410,0.004,55.144817,40.366882,41.993408,57.655602,0.527480,0.473295,0.374923,0.831545,-1.006674,-1.893310,-2.895848,15.577206,8721.466797,100.000000,21.000000,-0.000015,-0.000015,41.420002,11.000000,0.364931,0.910097,1.045281,-1.860556,18.351515,115.000000,49.330200260775,8.564065744293,115.37
0.420,0.004,55.473026,40.671906,42.384014,57.608383,0.537975,0.478392,0.379567,0.747512,-1.008085,-1.411929,-1.289000,16.625000,8720.747070,100.000000,21.000000,-0.000015,-0.000015,41.740002,11.000000,0.374873,0.909460,1.041843,-1.739088,18.711332,115.000000,49.330201402946,8.564065654526,115.37
0.430,0.004,55.801239,40.976929,42.774616,57.561165,0.524565,0.480091,0.358639,0.823994,-0.886075,-2.152738,-2.712861,18.172794,8720.027344,100.000000,21.000000,-0.000015,-0.000015,42.060001,11.000000,0.384816,0.908822,1.038405,-1.617621,19.071150,115.000000,49.330202545117,8.564065564760,115.37
0.440,0.005,56.129448,41.281952,43.165222,57.513947,0.514654,0.487454,0.337711,0.900475,-0.764064,-2.893546,-4.136723,19.720589,8719.306641,100.000000,21.000000,-0.000015,-0.000015,42.380001,11.000000,0.394758,0.908185,1.034967,-1.496154,19.430967,115.000000,49.330203687288,8.564065474993,115.38
0.450,0.005,56.457657,41.586975,43.555828,57.466728,0.506491,0.488020,0.332784,0.879683,-0.874394,-1.756871,-1.291859,20.972427,8718.585938,100.000000,21.000000,-0.000015,-0.000015,42.700001,11.000000,0.404700,0.907548,1.031530,-1.374687,19.790783,115.000000,49.330204829326,8.564065390536,115.38
0.460,0.005,56.596111,41.854618,43.844639,57.709679,0.507657,0.481790,0.327857,0.858891,-0.984725,-0.620195,1.553004,22.224266,8717.866211,100.000000,21.000000,-0.000015,-0.000015,43.020000,11.000000,0.414642,0.906910,1.028092,-1.253220,20.150600,115.000000,49.330205970159,8.564065353863,115.38
0.470,0.005,56.734566,42.122257,44.133446,57.952629,0.514654,0.473295,0.387362,0.878486,-0.917417,-1.398477,2.293526,22.994486,8717.146484,100.000000,21.000000,-0.000015,-0.000015,43.340000,11.000000,0.424584,0.906273,1.024654,-1.131753,20.510418,115.000000,49.330207110993,8.564065317190,115.38
0.480,0.005,56.873024,42.389900,44.422256,58.195580,0.519318,0.470463,0.446868,0.898080,-0.850109,-2.176759,3.034049,23.764706,8716.425781,100.000000,21.000000,-0.000015,-0.000015,43.660000,11.000000,0.434527,0.905636,1.021217,-1.010286,20.870235,115.000000,49.330208251826,8.564065280518,115.38
0.490,0.005,57.011478,42.657539,44.711063,58.438530,0.526897,0.471030,0.512169,1.095888,-0.815117,-1.587763,-0.354055,25.095589,8715.705078,100.000000,21.000000,-0.000015,-0.000015,43.980000,11.000000,0.444469,0.904998,1.017779,-0.888819,21.230053,115.000000,49.330209392660,8.564065243845,115.38
0.500,0.005,57.149933,42.925182,44.999874,58.681480,0.532728,0.470463,0.577469,1.293695,-0.780125,-0.998767,-3.742159,26.426472,8714.985352,100.000000,21.000000,-0.000015,-0.000015,44.299999,11.000000,0.454411,0.904361,1.014341,-0.767352,21.589870,115.000000,49.330210533493,8.564065207172,115.38
0.510,0.005,57.126766,43.205803,45.325726,58.625294,0.523982,0.470463,0.573477,1.196255,-0.926128,-1.663669,-2.172480,27.334560,8721.739258,100.000000,21.000000,-0.000015,-0.000015,44.610001,11.000000,0.459255,0.904871,1.000590,-0.610362,21.658627,115.000000,49.330211674326,8.564065170499,115.39
0.520,0.006,57.103596,43.486423,45.651573,58.569107,0.515237,0.476127,0.569484,1.098815,-1.072132,-2.328572,-0.602802,28.242647,8728.494141,100.000000,21.000000,-0.000015,-0.000015,44.919998,11.000000,0.464098,0.905381,0.986839,-0.453371,21.727381,115.000000,49.330212854298,8.564065176398,115.39
0.530,0.006,57.080429,43.767048,45.977425,58.512917,0.515820,0.477259,0.530678,1.017177,-0.946958,-2.201741,-1.840818,27.974266,8735.248047,100.000000,21.000000,-0.000015,-0.000015,45.230000,11.000000,0.468942,0.905891,0.973088,-0.296381,21.796135,115.000000,49.330214044054,8.564065192939,115.39
0.540,0.006,57.057259,44.047668,46.303272,58.456730,0.510572,0.475560,0.491872,0.935539,-0.821784,-2.074909,-3.078834,27.705883,8742.001953,100.000000,21.000000,-0.000015,-0.000015,45.540001,11.000000,0.473786,0.906400,0.959337,-0.139390,21.864891,115.000000,49.330215233809,8.564065209481,115.39
0.550,0.006,57.034092,44.328289,46.629124,58.400543,0.522816,0.478958,0.483946,1.033046,-0.946569,-0.384789,-1.646395,27.534927,8748.755859,100.000000,21.000000,-0.000015,-0.000015,45.849998,11.000000,0.478629,0.906910,0.945586,0.017600,21.933647,115.000000,49.330216423565,8.564065226023,115.39
0.560,0.006,57.035748,44.715603,46.976990,58.303734,0.524565,0.472162,0.476020,1.130552,-1.071353,1.305331,-0.213956,27.363972,8755.510742,100.000000,21.000000,-0.000015,-0.000015,46.160000,11.000000,0.483473,0.907420,0.931835,0.174591,22.002401,115.000000,49.330217613321,8.564065242564,115.40
0.570,0.006,57.037403,45.102917,47.324856,58.206921,0.523982,0.474994,0.496073,0.970303,-1.031202,1.729062,-4.090976,27.560661,8762.264648,100.000000,21.000000,-0.000015,-0.000015,46.470001,11.000000,0.488317,0.907930,0.918084,0.331581,22.071156,115.000000,49.330218803077,8.564065259106,115.40
0.580,0.006,57.039055,45.490234,47.672722,58.110111,0.522816,0.476127,0.516126,0.810055,-0.991051,2.152793,-7.967996,27.757353,8769.018555,100.000000,21.000000,-0.000015,-0.000015,46.780003,11.000000,0.493160,0.908440,0.904333,0.488571,22.139912,115.000000,49.330220007927,8.564065302508,115.40
0.590,0.006,57.040710,45.877548,48.020588,58.013298,0.519318,0.477259,0.530784,0.909923,-0.893229,1.905857,-5.843640,27.838236,8775.773438,100.000000,21.000000,-0.000015,-0.000015,47.090000,11.000000,0.498004,0.908950,0.890582,0.645562,22.208668,115.000000,49.330221227872,8.564065372769,115.40
0.600,0.007,57.042366,46.264862,48.368454,57.916489,0.524565,0.477826,0.545442,1.009792,-0.795406,1.658921,-3.719285,27.919119,8782.527344,100.000000,21.000000,-0.000015,-0.000015,47.400002,11.000000,0.502848,0.909460,0.876831,0.802552,22.277422,115.000000,49.330222447817,8.564065443030,115.41
0.610,0.007,56.866127,46.535618,48.636024,57.637661,0.520484,0.481790,0.541075,0.924627,-0.897074,3.908251,-4.382610,27.757355,8763.785156,100.000000,21.000000,-0.000015,-0.000015,47.730003,11.000000,0.500490,0.908886,0.867664,0.961834,22.009277,115.000000,49.330223667763,8.564065513292,115.41
0.620,0.007,56.689884,46.806374,48.903595,57.358837,0.514071,0.482923,0.536709,0.839463,-0.998741,6.157581,-5.045935,27.595589,8745.042969,100.000000,21.000000,-0.000015,-0.000015,48.060001,11.000000,0.498131,0.908312,0.858496,1.121117,21.741133,115.000000,49.330224887708,8.564065583553,115.41
0.630,0.007,56.513645,47.077133,49.171162,57.080009,0.529229,0.476693,0.520192,1.000776,-0.931336,4.114832,-5.937993,26.566177,8726.300781,100.000000,21.000000,-0.000015,-0.000015,48.389999,11.000000,0.495773,0.907739,0.849329,1.280399,21.472988,115.000000,49.330226107653,8.564065653814,115.41
0.640,0.007,56.337402,47.347889,49.438732,56.801186,0.532145,0.474994,0.503675,1.162090,-0.863931,2.072083,-6.830050,25.536766,8707.558594,100.000000,21.000000,-0.000015,-0.000015,48.720001,11.000000,0.493415,0.907165,0.840162,1.439681,21.204844,115.000000,49.330227343526,8.564065739244,115.42
0.650,0.007,56.161163,47.618645,49.706303,56.522358,0.517569,0.471596,0.505096,0.985606,-0.890552,3.097301,-1.823663,24.112133,8688.816406,100.000000,21.000000,-0.000015,-0.000015,49.050003,11.000000,0.491057,0.906592,0.830994,1.598964,20.936699,115.000000,49.330228616565,8.564065860066,115.42
0.660,0.007,56.148201,48.143284,49.925434,56.274658,0.515237,0.473861,0.506516,0.809123,-0.917173,4.122519,3.182725,22.687500,8670.075195,100.000000,21.000000,-0.000015,-0.000015,49.380001,11.000000,0.488699,0.906018,0.821827,1.758246,20.668556,115.000000,49.330229889605,8.564065980888,115.42
0.670,0.008,56.135239,48.667923,50.144569,56.026958,0.520484,0.477826,0.546814,0.908326,-0.895030,2.444889,3.217035,19.143383,8651.333008,100.000000,21.000000,-0.000015,-0.000015,49.709999,11.000000,0.486341,0.905444,0.812660,1.917528,20.400412,115.000000,49.330231162644,8.564066101710,115.42
0.680,0.008,56.122276,49.192566,50.363701,55.779263,0.518735,0.476693,0.587111,1.007529,-0.872886,0.767260,3.251345,15.599265,8632.590820,100.000000,21.000000,-0.000015,-0.000015,50.040001,11.000000,0.483983,0.904871,0.803492,2.076810,20.132267,115.000000,49.330232435683,8.564066222533,115.43
0.690,0.008,56.109314,49.717205,50.582836,55.531563,0.524565,0.480658,0.611403,0.970503,-0.919363,-0.447244,1.973301,11.545957,8613.848633,100.000000,21.000000,-0.000015,-0.000015,50.370003,11.000000,0.481625,0.904297,0.794325,2.236093,19.864122,115.000000,49.330233708722,8.564066343355,115.43
0.700,0.008,56.096352,50.241844,50.801968,55.283863,0.515237,0.476693,0.635695,0.933476,-0.965841,-1.661748,0.695256,7.492648,8595.106445,100.000000,21.000000,-0.000015,-0.000015,50.700001,11.000000,0.479267,0.903724,0.785158,2.395375,19.595978,115.000000,49.330234981748,8.564066467820,115.43
0.710,0.008,55.934177,50.583988,51.021358,55.521801,0.519318,0.478958,0.563390,0.996718,-0.911674,-0.683611,-3.107425,4.492648,8602.292969,100.000000,21.000000,-0.000015,-0.000015,51.020000,11.100000,0.471300,0.899454,0.780001,2.492778,19.144487,115.000000,49.330236254655,8.564066625076,115.44
0.720,0.008,55.772003,50.926132,51.240749,55.759739,0.516403,0.477259,0.491086,1.059959,-0.857507,0.294526,-6.910107,1.492648,8609.479492,100.000000,21.000000,-0.000015,-0.000015,51.340000,11.200000,0.463334,0.895184,0.774845,2.590181,18.692997,115.000000,49.330237527561,8.564066782333,115.44
0.730,0.008,55.609825,51.268280,51.460140,55.997681,0.516986,0.473295,0.361054,1.022699,-0.768834,-0.552936,-2.615650,-0.448529,8616.665039,100.000000,21.000000,-0.000015,-0.000015,51.660000,11.300000,0.455367,0.890913,0.769688,2.687583,18.241507,115.000000,49.330238800468,8.564066939589,115.44
0.740,0.009,55.447651,51.610424,51.679531,56.235619,0.516986,0.478958,0.231021,0.985440,-0.680161,-1.400399,1.678807,-2.389705,8623.851563,100.000000,21.000000,-0.000015,-0.000015,51.980000,11.400000,0.447401,0.886643,0.764531,2.784986,17.790016,115.000000,49.330240073375,8.564067096845,115.45
0.750,0.009,55.285477,51.952568,51.898922,56.473557,0.512904,0.465366,0.176868,0.992027,-0.763431,1.344726,6.536519,-3.488970,8631.038086,100.000000,21.000000,-0.000015,-0.000015,52.300003,11.500000,0.439434,0.882373,0.759375,2.882389,17.338524,115.000000,49.330241346281,8.564067254102,115.45
0.760,0.009,55.370152,52.353382,52.193687,56.299717,0.514654,0.467632,0.122714,0.998614,-0.846702,4.089850,11.394230,-4.588235,8638.224609,100.000000,21.000000,-0.000015,-0.000015,52.620003,11.600000,0.431468,0.878103,0.754218,2.979792,16.887033,115.000000,49.330242619188,8.564067411358,115.45
0.770,0.009,55.454823,52.754196,52.488457,56.125881,0.513488,0.475560,0.177299,0.880548,-0.776377,4.003374,9.081170,-5.577206,8645.411133,100.000000,21.000000,-0.000015,-0.000015,52.940002,11.700000,0.423501,0.873833,0.749062,3.077195,16.435543,115.000000,49.330243945660,8.564067598048,115.46
0.780,0.009,55.539497,53.155006,52.783222,55.952042,0.514071,0.472729,0.231883,0.762482,-0.706052,3.916898,6.768110,-6.566176,8652.596680,100.000000,21.000000,-0.000015,-0.000015,53.260002,11.800000,0.415534,0.869563,0.743905,3.174598,15.984053,115.000000,49.330245285523,8.564067792097,115.46
0.790,0.009,55.624168,53.555820,53.077991,55.778206,0.524565,0.475560,0.277566,0.864347,-0.755693,2.681256,4.946826,-7.562500,8659.783203,100.000000,21.000000,-0.000015,-0.000015,53.580002,11.900000,0.407568,0.865293,0.738748,3.272000,15.532562,115.000000,49.330246625386,8.564067986145,115.46
0.800,0.009,55.708843,53.956635,53.372757,55.604366,0.522816,0.465366,0.323248,0.966211,-0.805335,1.445614,3.125542,-8.558824,8666.969727,100.000000,21.000000,-0.000015,-0.000015,53.900002,12.000000,0.399601,0.861023,0.733592,3.369403,15.081072,115.000000,49.330247965249,8.564068180194,115.46
0.810,0.010,55.901909,54.181702,53.725285,55.732304,0.520484,0.465366,0.270599,0.861486,-1.016164,2.421829,3.111246,-7.943015,8692.673828,100.000000,21.000000,-0.000015,-0.000015,54.190002,12.000000,0.392208,0.853885,0.727862,3.466806,14.705212,115.000000,49.330249305111,8.564068374242,115.47
0.820,0.010,56.094975,54.406769,54.077816,55.860241,0.521650,0.472729,0.217951,0.756760,-1.226994,3.398044,3.096950,-7.327206,8718.377930,100.000000,21.000000,-0.000015,-0.000015,54.480000,12.000000,0.384816,0.846747,0.722133,3.564209,14.329351,115.000000,49.330250644974,8.564068568291,115.47
0.830,0.010,56.288036,54.631840,54.430344,55.988182,0.524565,0.478958,0.139541,0.758657,-0.907878,0.842206,4.157698,-5.216911,8744.083008,100.000000,21.000000,-0.000015,-0.000015,54.770000,12.000000,0.377423,0.839609,0.716403,3.661612,13.953491,115.000000,49.330252012631,8.564068776896,115.47
0.840,0.010,56.481102,54.856907,54.782875,56.116119,0.519318,0.473295,0.061131,0.760553,-0.588762,-1.713633,5.218446,-3.106617,8769.787109,100.000000,21.000000,-0.000015,-0.000015,55.060001,12.000000,0.370030,0.832471,0.710673,3.759014,13.577631,115.000000,49.330253408081,8.564069000057,115.47
0.850,0.010,56.674168,55.081974,55.135403,56.244057,0.509406,0.471596,0.086735,0.753866,-0.843052,-0.727810,2.213470,-0.466911,8795.491211,100.000000,21.000000,-0.000015,-0.000015,55.349998,12.000000,0.362637,0.825333,0.704944,3.856417,13.201771,115.000000,49.330254803531,8.564069223219,115.48
0.860,0.010,56.912189,55.287575,55.513058,56.512333,0.519901,0.471596,0.112338,0.747179,-1.097342,0.258014,-0.791506,2.172795,8821.195313,100.000000,21.000000,-0.000015,-0.000015,55.639999,12.000000,0.355244,0.818195,0.699214,3.953820,12.825910,115.000000,49.330256198980,8.564069446380,115.48
