time,Distance,Speed_RL,Speed_FR,Speed_FL,Speed_RR,BP_F,BP_R,LateralAcc,InlineAcc,VerticalAcc,PitchRate,RollRate,YawRate,RPM,TPS,IAT,BT_FR_L,BT_FR_R,GPS_Speed,GPS_Nsat,GPS_LatAcc,GPS_LonAcc,GPS_Slope,GPS_Heading,GPS_Gyro,GPS_Altitude,GPS_Latitude,GPS_Longitude,GPS_Elevation
8.580,0.139,64.332214,65.610596,61.829048,66.260445,0.526897,0.475560,-1.366916,-0.189164,-0.870550,2.239269,-6.063796,-52.386028,7995.775879,100.000000,20.000000,-0.000015,-0.000015,65.420006,12.000000,-1.097724,0.000765,0.285539,41.285458,-34.449986,117.000000,49.331178005428,8.564958731884,117.52
8.590,0.139,64.167282,65.539467,61.710934,66.251740,0.518735,0.475560,-1.429255,-0.157094,-0.862471,3.025238,-1.494859,-51.351105,7988.141113,100.000000,20.000000,-0.000015,-0.000015,65.385010,12.000000,-1.096960,-0.009496,0.297571,41.154823,-34.470612,117.000000,49.331179283351,8.564960244460,117.52
8.600,0.139,64.002350,65.468338,61.592819,66.243034,0.522233,0.479525,-1.491594,-0.125024,-0.854392,3.811206,3.074077,-50.316177,7980.506836,100.000000,20.000000,-0.000015,-0.000015,65.350006,12.000000,-1.096195,-0.019757,0.309603,41.024189,-34.491238,117.000000,49.331180561274,8.564961757036,117.52
8.610,0.139,63.977253,65.416939,61.609657,66.133034,0.526897,0.480658,-1.488347,-0.138631,-0.991781,4.178247,5.621588,-48.799633,7975.497070,100.000000,20.000000,-0.000015,-0.000015,65.315002,12.000000,-1.083512,-0.016124,0.319343,40.882095,-34.149754,117.000000,49.331181839197,8.564963269611,117.52
8.620,0.139,63.952156,65.365540,61.626492,66.023033,0.531562,0.479525,-1.485099,-0.152237,-1.129171,4.545289,8.169099,-47.283089,7970.487793,100.000000,20.000000,-0.000015,-0.000015,65.280006,12.000000,-1.070829,-0.012491,0.329083,40.740002,-33.808273,117.000000,49.331183117121,8.564964782187,117.52
8.630,0.140,63.927055,65.314133,61.643330,65.913033,0.526314,0.474994,-1.461976,-0.170833,-1.060501,0.406944,6.913928,-45.838234,7965.478027,100.000000,20.000000,-0.000015,-0.000015,65.245003,12.000000,-1.058147,-0.008859,0.338824,40.597908,-33.466789,117.000000,49.331184395044,8.564966294763,117.52
8.640,0.140,63.901958,65.262733,61.660164,65.803032,0.530396,0.478958,-1.438852,-0.189430,-0.991830,-3.731400,5.658757,-44.393383,7960.468262,100.000000,20.000000,-0.000015,-0.000015,65.210007,12.000000,-1.045464,-0.005226,0.348564,40.455814,-33.125305,117.000000,49.331185693450,8.564967788918,117.53
8.650,0.140,63.876862,65.211334,61.677002,65.693031,0.529229,0.474994,-1.416956,-0.156362,-1.015921,-6.070089,0.497974,-42.459557,7955.458984,100.000000,20.000000,-0.000015,-0.000015,65.175003,12.000000,-1.032781,-0.001593,0.358304,40.313721,-32.783821,117.000000,49.331187022579,8.564969255442,117.53
8.660,0.140,63.654560,65.175255,61.759628,65.545570,0.519318,0.473295,-1.395061,-0.123294,-1.040011,-8.408777,-4.662808,-40.525734,7950.449219,100.000000,20.000000,-0.000015,-0.000015,65.139999,12.000000,-1.020098,0.002040,0.368045,40.171627,-32.442341,117.000000,49.331188351708,8.564970721966,117.53
8.670,0.140,63.432259,65.139168,61.842258,65.398109,0.522816,0.469897,-1.321934,-0.081910,-0.850936,-5.652122,-5.849359,-40.137867,7945.439453,100.000000,20.000000,-0.000015,-0.000015,65.105003,12.000000,-1.007416,0.005672,0.377785,40.029533,-32.100857,117.000000,49.331189680837,8.564972188489,117.53
8.680,0.140,63.209961,65.103088,61.924885,65.250656,0.528063,0.478958,-1.248807,-0.040525,-0.661861,-2.895468,-7.035910,-39.750000,7940.429688,100.000000,20.000000,-0.000015,-0.000015,65.070000,12.000000,-0.994733,0.009305,0.387525,39.887440,-31.759375,117.000000,49.331191009966,8.564973655013,117.53
8.690,0.141,62.987659,65.067001,62.007515,65.103195,0.526897,0.471030,-1.120551,-0.097512,-0.680891,-3.123188,-6.058078,-38.779411,7935.420410,100.000000,20.000000,-0.000015,-0.000015,65.035004,12.000000,-0.982050,0.012938,0.397265,39.745346,-31.417891,117.000000,49.331192339095,8.564975121537,117.53
8.700,0.141,62.765358,65.030922,62.090141,64.955734,0.528063,0.471030,-0.992295,-0.154499,-0.699920,-3.350907,-5.080245,-37.808823,7930.410645,100.000000,20.000000,-0.000015,-0.000015,65.000000,12.000000,-0.969368,0.016571,0.407006,39.603252,-31.076408,117.000000,49.331193671455,8.564976583305,117.53
8.710,0.141,62.862167,64.895157,62.265759,64.816978,0.512321,0.475560,-0.907020,-0.213815,-0.839986,-2.724438,-11.035873,-35.288605,7950.449219,100.000000,20.000000,-0.000015,-0.000015,65.050003,12.000000,-0.943237,0.036009,0.414454,39.458866,-30.230722,117.000000,49.331195032892,8.564978002277,117.53
8.720,0.141,62.958977,64.759384,62.441376,64.678223,0.521650,0.478958,-0.821745,-0.273130,-0.980052,-2.097970,-16.991503,-32.768383,7970.487793,100.000000,20.000000,-0.000015,-0.000015,65.099998,12.000000,-0.917107,0.055447,0.421903,39.314484,-29.385036,117.000000,49.331196394329,8.564979421249,117.54
8.730,0.141,63.055782,64.623619,62.616989,64.539474,0.528063,0.477259,-0.849367,-0.237168,-0.982145,-1.723241,-18.435379,-28.327206,7990.526367,100.000000,20.000000,-0.000015,-0.000015,65.150002,12.000000,-0.890977,0.074886,0.429351,39.170097,-28.539351,117.000000,49.331197755765,8.564980840220,117.54
8.740,0.142,63.152592,64.487846,62.792606,64.400719,0.516986,0.481224,-0.876988,-0.201206,-0.984238,-1.348513,-19.879253,-23.886028,8010.564941,100.000000,20.000000,-0.000015,-0.000015,65.199997,12.000000,-0.864847,0.094324,0.436800,39.025711,-27.693665,117.000000,49.331199117202,8.564982259192,117.54
8.750,0.142,63.249401,64.352081,62.968224,64.261963,0.516403,0.474428,-0.924442,-0.191459,-0.811905,-0.998767,-15.313176,-18.321690,8030.603516,100.000000,20.000000,-0.000015,-0.000015,65.250000,12.000000,-0.838716,0.113762,0.444248,38.881325,-26.847980,117.000000,49.331200478639,8.564983678163,117.54
8.760,0.142,63.611813,64.203331,63.186321,64.317093,0.521650,0.479525,-0.971895,-0.181712,-0.639572,-0.649021,-10.747099,-12.757353,8050.641602,100.000000,20.000000,-0.000015,-0.000015,65.300003,12.000000,-0.812586,0.133201,0.451696,38.736942,-26.002295,117.000000,49.331201840075,8.564985097135,117.55
8.770,0.142,63.974224,64.054588,63.404419,64.372231,0.518735,0.479525,-0.896615,-0.213449,-0.593434,-0.599057,-8.191010,-8.112132,8070.680176,100.000000,20.000000,-0.000015,-0.000015,65.349998,12.000000,-0.786456,0.152639,0.459145,38.592556,-25.156609,117.000000,49.331203250459,8.564986512188,117.55
8.780,0.142,64.336632,63.905838,63.622513,64.427361,0.522816,0.478958,-0.821335,-0.245186,-0.547297,-0.549093,-5.634922,-3.466911,8090.718750,100.000000,20.000000,-0.000015,-0.000015,65.400002,12.000000,-0.760326,0.172077,0.466593,38.448170,-24.310923,117.000000,49.331204666281,8.564987926806,117.55
8.790,0.142,64.699043,63.757092,63.840611,64.482498,0.515820,0.482357,-0.653749,0.081500,-0.846897,-0.097498,-13.517624,-0.117647,8110.757324,100.000000,20.000000,-0.000015,-0.000015,65.449997,12.000000,-0.734195,0.191516,0.474042,38.303787,-23.465237,117.000000,49.331206082104,8.564989341424,117.56
8.800,0.143,65.061455,63.608345,64.058708,64.537628,0.523399,0.474428,-0.486164,0.408185,-1.146497,0.354098,-21.400326,3.231618,8130.795898,100.000000,20.000000,-0.000015,-0.000015,65.500000,12.000000,-0.708065,0.210954,0.481490,38.159401,-22.619551,117.000000,49.331207497926,8.564990756042,117.56
8.810,0.143,65.431587,63.847691,64.208160,64.985016,0.519901,0.477826,-0.378497,0.705362,-1.338979,2.201796,-25.771980,4.911765,8156.276367,100.000000,20.000000,-0.000015,-0.000015,65.610001,12.000000,-0.678239,0.233898,0.485501,38.031059,-21.615728,117.000000,49.331208913748,8.564992170660,117.56
8.820,0.143,65.801720,64.087036,64.357620,65.432404,0.519901,0.471596,-0.270829,1.002539,-1.531460,4.049495,-30.143635,6.591912,8181.756348,100.000000,20.000000,-0.000015,-0.000015,65.720001,12.000000,-0.648412,0.256841,0.489512,37.902714,-20.611906,117.000000,49.331210329570,8.564993585278,117.57
8.830,0.143,66.171852,64.326385,64.507072,65.879791,0.512321,0.473861,-0.266986,1.064250,-1.219207,8.129228,-24.808443,7.106618,8207.236328,100.000000,20.000000,-0.000015,-0.000015,65.830002,12.000000,-0.618585,0.279785,0.493522,37.774372,-19.608084,117.000000,49.331211737846,8.564994967911,117.57
8.840,0.143,66.541985,64.565727,64.656532,66.327179,0.508823,0.472729,-0.263142,1.125961,-0.906953,12.208961,-19.473251,7.621324,8232.716797,100.000000,20.000000,-0.000015,-0.000015,65.940002,12.000000,-0.588758,0.302728,0.497533,37.646030,-18.604263,117.000000,49.331213142887,8.564996336838,117.57
8.850,0.144,66.912117,64.805077,64.805984,66.774567,0.516403,0.477259,-0.274594,1.040764,-0.773992,15.021343,-12.877172,6.226104,8258.197266,100.000000,20.000000,-0.000015,-0.000015,66.050003,12.000000,-0.558932,0.325672,0.501544,37.517685,-17.600441,117.000000,49.331214547929,8.564997705764,117.58
8.860,0.144,66.863297,65.040268,64.938347,66.805695,0.507074,0.482923,-0.286046,0.955566,-0.641032,17.833727,-6.281092,4.830883,8283.677734,100.000000,20.000000,-0.000015,-0.000015,66.159996,12.000000,-0.529105,0.348616,0.505554,37.389343,-16.596619,117.000000,49.331215952970,8.564999074691,117.58
8.870,0.144,66.814484,65.275459,65.070709,66.836823,0.509406,0.486321,-0.263603,0.681110,-0.680599,15.140488,-10.398281,2.397059,8309.158203,100.000000,20.000000,-0.000015,-0.000015,66.269997,12.000000,-0.499278,0.371559,0.509565,37.261002,-15.592796,117.000000,49.331217358012,8.565000443617,117.59
8.880,0.144,66.765663,65.510651,65.203064,66.867950,0.520484,0.474994,-0.241159,0.406655,-0.720166,12.447249,-14.515471,-0.036764,8334.637695,100.000000,20.000000,-0.000015,-0.000015,66.379997,12.000000,-0.469452,0.394503,0.513576,37.132660,-14.588974,117.000000,49.331218763053,8.565001812543,117.59
8.890,0.144,66.716850,65.745842,65.335426,66.899078,0.520484,0.471596,-0.237431,0.319394,-0.876438,6.987748,-15.950768,-2.244485,8360.118164,100.000000,20.000000,-0.000015,-0.000015,66.489998,12.000000,-0.439625,0.417446,0.517587,37.004314,-13.585153,117.000000,49.331220190952,8.565003196625,117.59
8.900,0.144,66.668030,65.981033,65.467789,66.930206,0.514654,0.472729,-0.233704,0.232134,-1.032711,1.528246,-17.386066,-4.452206,8385.598633,100.000000,20.000000,-0.000015,-0.000015,66.599998,12.000000,-0.409798,0.440390,0.521597,36.875973,-12.581330,117.000000,49.331221653137,8.565004603438,117.60
8.910,0.145,66.989342,66.145874,65.560257,67.137810,0.523399,0.471030,-0.270559,0.372156,-1.049745,-1.508013,-11.962241,-5.806985,8411.398438,100.000000,20.000000,-0.000015,-0.000015,66.790001,12.000000,-0.384178,0.457215,0.524462,36.773987,-11.751687,117.000000,49.331223115322,8.565006010252,117.60
8.920,0.145,67.310654,66.310715,65.652725,67.345413,0.515237,0.471030,-0.307415,0.512179,-1.066779,-4.544272,-6.538416,-7.161764,8437.199219,100.000000,20.000000,-0.000015,-0.000015,66.979996,12.000000,-0.358558,0.474041,0.527327,36.672001,-10.922045,117.000000,49.331224577507,8.565007417066,117.61
8.930,0.145,67.631973,66.475563,65.745201,67.553017,0.519318,0.472729,-0.310189,0.556823,-1.006868,-5.900980,4.069064,-7.955882,8463.000000,100.000000,20.000000,-0.000015,-0.000015,67.169998,12.000000,-0.332937,0.490866,0.530192,36.570015,-10.092402,117.000000,49.331226039692,8.565008823879,117.61
8.940,0.145,67.953285,66.640404,65.837669,67.760620,0.519318,0.468198,-0.312962,0.601468,-0.946958,-7.257689,14.676544,-8.750000,8488.799805,100.000000,20.000000,-0.000015,-0.000015,67.360001,12.000000,-0.307317,0.507691,0.533056,36.468029,-9.262759,117.000000,49.331227501877,8.565010230693,117.62
8.950,0.145,68.274597,66.805244,65.930138,67.968224,0.515820,0.472162,-0.246125,0.751970,-1.062545,-8.196430,11.966062,-9.126839,8514.599609,100.000000,20.000000,-0.000015,-0.000015,67.550003,12.000000,-0.281696,0.524517,0.535921,36.366043,-8.433116,117.000000,49.331228967513,8.565011640685,117.62
8.960,0.146,68.507103,67.066658,66.182686,68.280815,0.516403,0.475560,-0.179287,0.902471,-1.178131,-9.135173,9.255579,-9.503676,8540.400391,100.000000,20.000000,-0.000015,-0.000015,67.739998,12.000000,-0.256076,0.541342,0.538786,36.264053,-7.603473,117.000000,49.331230464215,8.565013079278,117.62
8.970,0.146,68.739609,67.328072,66.435234,68.593407,0.518735,0.474994,-0.116713,0.820567,-0.996064,-10.519746,2.642344,-10.189339,8566.201172,100.000000,20.000000,-0.000015,-0.000015,67.930000,12.000000,-0.230456,0.558167,0.541651,36.162067,-6.773830,117.000000,49.331231960917,8.565014517872,117.63
8.980,0.146,68.972115,67.589478,66.687775,68.905998,0.515820,0.467065,-0.054138,0.738663,-0.813997,-11.904319,-3.970891,-10.875000,8592.000977,100.000000,20.000000,-0.000015,-0.000015,68.120003,12.000000,-0.204835,0.574993,0.544516,36.060081,-5.944187,117.000000,49.331233457619,8.565015956466,117.63
8.990,0.146,69.204620,67.850891,66.940323,69.218590,0.521067,0.478958,-0.056833,0.732342,-0.919461,-8.701834,-8.759983,-11.097426,8617.800781,100.000000,20.000000,-0.000015,-0.000015,68.309998,12.000000,-0.179215,0.591818,0.547380,35.958096,-5.114544,117.000000,49.331234954321,8.565017395059,117.64
9.000,0.146,69.437126,68.112305,67.192871,69.531181,0.521650,0.477259,-0.059528,0.726021,-1.024924,-5.499349,-13.549074,-11.319853,8643.601563,100.000000,20.000000,-0.000015,-0.000015,68.500000,12.000000,-0.153595,0.608643,0.550245,35.856110,-4.284902,117.000000,49.331236451023,8.565018833653,117.64
9.010,0.147,69.638191,68.301025,67.591766,69.749863,0.517569,0.475560,-0.099431,0.786368,-0.828793,-2.860878,-11.398987,-9.681985,8666.441406,100.000000,20.000000,-0.000015,-0.000015,68.750000,12.000000,-0.137725,0.608325,0.551964,35.795376,-3.817368,117.000000,49.331237947724,8.565020272247,117.64
9.020,0.147,69.839256,68.489754,67.990662,69.968544,0.520484,0.472729,-0.139334,0.846715,-0.632661,-0.222407,-9.248899,-8.044117,8689.280273,100.000000,20.000000,-0.000015,-0.000015,69.000000,12.000000,-0.121856,0.608006,0.553683,35.734642,-3.349834,117.000000,49.331239493664,8.565021763452,117.65
9.030,0.147,70.040314,68.678474,68.389549,70.187225,0.523399,0.476693,-0.158094,0.861918,-0.807087,2.770615,-2.784340,-5.363970,8712.120117,100.000000,20.000000,-0.000015,-0.000015,69.250000,12.000000,-0.105987,0.607687,0.555402,35.673908,-2.882301,117.000000,49.331241045074,8.565023260503,117.65
9.040,0.147,70.241379,68.867203,68.788445,70.405907,0.526897,0.472729,-0.176853,0.877122,-0.981512,5.763636,3.680218,-2.683823,8734.958984,100.000000,20.000000,-0.000015,-0.000015,69.500000,12.000000,-0.090117,0.607369,0.557121,35.613174,-2.414767,117.000000,49.331242596484,8.565024757554,117.65
9.050,0.147,70.442444,69.055923,69.187340,70.624588,0.525731,0.472729,-0.153361,0.871599,-1.050378,6.001925,0.589468,-0.112132,8757.798828,100.000000,20.000000,-0.000015,-0.000015,69.750000,12.000000,-0.074248,0.607050,0.558840,35.552441,-1.947234,117.000000,49.331244147894,8.565026254606,117.66
9.060,0.148,70.545044,69.229591,69.396111,70.710846,0.525731,0.473295,-0.129869,0.866077,-1.119243,6.240213,-2.501283,2.459559,8780.638672,100.000000,20.000000,-0.000015,-0.000015,70.000000,12.000000,-0.058379,0.606731,0.560558,35.491707,-1.479700,117.000000,49.331245699304,8.565027751657,117.66
9.070,0.148,70.647644,69.403259,69.604881,70.797104,0.516403,0.472162,-0.095660,0.770400,-1.157301,5.833777,-6.361148,3.558824,8803.477539,100.000000,20.000000,-0.000015,-0.000015,70.250000,12.000000,-0.042509,0.606413,0.562277,35.430973,-1.012167,117.000000,49.331247250714,8.565029248708,117.66
9.080,0.148,70.750244,69.576935,69.813660,70.883369,0.520484,0.468764,-0.061451,0.674723,-1.195359,5.427341,-10.221013,4.658089,8826.317383,100.000000,20.000000,-0.000015,-0.000015,70.500000,12.000000,-0.026640,0.606094,0.563996,35.370239,-0.544633,117.000000,49.331248783739,8.565030736305,117.66
9.090,0.148,70.852844,69.750603,70.022430,70.969627,0.522233,0.467632,-0.044137,0.612979,-1.221105,3.095379,-12.125214,4.968750,8849.156250,100.000000,20.000000,-0.000015,-0.000015,70.750000,12.000000,-0.010771,0.605775,0.565715,35.309505,-0.077100,117.000000,49.331250308885,8.565032219851,117.67
9.100,0.148,70.955444,69.924271,70.231201,71.055885,0.516403,0.467065,-0.026822,0.551235,-1.246850,0.763416,-14.029413,5.279412,8871.996094,100.000000,20.000000,-0.000015,-0.000015,71.000000,12.000000,0.005099,0.605457,0.567434,35.248772,0.390434,117.000000,49.331251834030,8.565033703396,117.67
9.110,0.149,71.130585,70.105469,70.384804,71.305962,0.520484,0.471030,-0.008055,0.591388,-1.306517,-0.755674,-10.907211,4.740809,8894.019531,100.000000,20.000000,-0.000015,-0.000015,71.230003,12.000000,0.011982,0.586337,0.569153,35.230438,0.560030,117.000000,49.331253359176,8.565035186941,117.67
9.120,0.149,71.305717,70.286667,70.538399,71.556030,0.520484,0.470463,0.010711,0.631542,-1.366184,-2.274765,-7.785009,4.202206,8916.041992,100.000000,20.000000,-0.000015,-0.000015,71.459999,12.000000,0.018865,0.567217,0.570872,35.212101,0.729625,117.000000,49.331254884321,8.565036670487,117.67
9.130,0.149,71.480858,70.467857,70.692001,71.806107,0.526314,0.473861,0.032135,0.583071,-1.342045,-2.511132,-11.716353,3.808824,8938.065430,100.000000,20.000000,-0.000015,-0.000015,71.690002,12.000000,0.025748,0.548098,0.572591,35.193768,0.899221,117.000000,49.331256409467,8.565038154032,117.67
9.140,0.149,71.655991,70.649055,70.845596,72.056175,0.516403,0.472729,0.053560,0.534601,-1.317905,-2.747499,-15.647697,3.415442,8960.088867,100.000000,20.000000,-0.000015,-0.000015,71.919998,12.000000,0.032631,0.528978,0.574309,35.175434,1.068816,117.000000,49.331257949681,8.565039656484,117.67
9.150,0.149,71.831131,70.830254,70.999199,72.306252,0.518152,0.471030,0.062755,0.591022,-1.007696,-3.117423,-11.896481,3.744486,8982.111328,100.000000,20.000000,-0.000015,-0.000015,72.150002,12.000000,0.039514,0.509858,0.576028,35.157097,1.238412,117.000000,49.331259512499,8.565041187295,117.68
9.160,0.150,72.097282,70.979004,71.268066,72.506203,0.522816,0.474994,0.071950,0.647444,-0.697486,-3.487346,-8.145264,4.073530,9004.134766,100.000000,20.000000,-0.000015,-0.000015,72.380005,12.000000,0.046397,0.490739,0.577747,35.138763,1.408007,117.000000,49.331261075316,8.565042718106,117.68
9.170,0.150,72.363434,71.127747,71.536926,72.706154,0.525731,0.472729,0.111683,0.606558,-0.760025,-0.255075,-2.750031,4.229780,9026.158203,100.000000,20.000000,-0.000015,-0.000015,72.610001,12.000000,0.053280,0.471619,0.579466,35.120430,1.577603,117.000000,49.331262638134,8.565044248917,117.68
9.180,0.150,72.629593,71.276497,71.805794,72.906113,0.526314,0.473295,0.151415,0.565673,-0.822563,2.977196,2.645203,4.386030,9048.181641,100.000000,20.000000,-0.000015,-0.000015,72.840004,12.000000,0.060163,0.452499,0.581185,35.102097,1.747198,117.000000,49.331264200951,8.565045779728,117.68
9.190,0.150,72.895744,71.425240,72.074654,73.106064,0.519318,0.474428,0.227187,0.630278,-0.953480,1.264015,-4.983034,4.852942,9070.204102,100.000000,20.000000,-0.000015,-0.000015,73.070000,12.000000,0.067046,0.433380,0.582904,35.083759,1.916794,117.000000,49.331265763769,8.565047310539,117.68
9.200,0.150,73.161896,71.573990,72.343521,73.306015,0.523399,0.485188,0.302959,0.694883,-1.084396,-0.449166,-12.611270,5.319853,9092.227539,100.000000,20.000000,-0.000015,-0.000015,73.300003,12.000000,0.073930,0.414260,0.584623,35.065426,2.086389,117.000000,49.331267326690,8.565048842654,117.68
9.210,0.151,73.373161,71.629021,72.513443,73.507286,0.526314,0.472162,0.323372,0.748610,-0.963262,-0.161874,-8.148123,6.836397,9082.288086,94.545052,20.000000,-0.000015,-0.000015,73.380005,12.000000,0.074312,0.379717,0.584623,35.096367,2.079514,117.000000,49.331268890546,8.565050386506,117.68
9.220,0.151,73.584435,71.684059,72.683357,73.708557,0.687232,0.577503,0.343784,0.802337,-0.842128,0.125418,-3.684975,8.352942,9072.348633,89.090103,20.000000,-0.000015,-0.000015,73.459999,12.000000,0.074694,0.345174,0.584623,35.127304,2.072638,117.000000,49.331270454402,8.565051930358,117.68
9.230,0.151,73.795700,71.739090,72.853279,73.909836,1.438182,1.315457,0.301952,0.583038,-0.817161,0.090827,0.123425,8.795956,9062.410156,83.635155,20.000000,-0.000015,-0.000015,73.540001,12.000000,0.075077,0.310631,0.584623,35.158245,2.065763,117.000000,49.331272018258,8.565053474210,117.68
9.240,0.151,74.006973,71.794128,73.023193,74.111107,3.637975,4.561206,0.260120,0.363740,-0.792194,0.056237,3.931825,9.238971,9052.470703,78.180206,20.000000,-0.000015,-0.000015,73.620003,12.000000,0.075459,0.276088,0.584623,35.189186,2.058887,117.000000,49.331273582113,8.565055018061,117.68
9.250,0.151,74.218239,71.849159,73.193115,74.312378,6.265716,8.101458,0.247914,0.492484,-0.680258,1.020922,2.147709,8.880515,9042.531250,72.725266,20.000000,-0.000015,-0.000015,73.699997,12.000000,0.075842,0.241545,0.584623,35.220123,2.052011,117.000000,49.331275145969,8.565056561913,117.68
9.260,0.152,74.209412,71.740387,73.060493,74.267273,7.887137,9.116356,0.235708,0.621229,-0.568322,1.985607,0.363594,8.522059,9032.591797,67.270317,20.000000,-0.000015,-0.000015,73.779999,12.000000,0.076224,0.207003,0.584623,35.251064,2.045136,117.000000,49.331276709825,8.565058105765,117.68
9.270,0.152,74.200584,71.631622,72.927879,74.222160,9.517887,11.028919,0.237019,0.444380,-0.724546,0.902739,-2.741453,8.193015,9022.652344,61.815365,20.000000,-0.000015,-0.000015,73.860001,12.000000,0.076606,0.172460,0.584623,35.282005,2.038261,117.000000,49.331278286459,8.565059668855,117.69
9.280,0.152,74.191765,71.522850,72.795258,74.177055,11.133478,12.980559,0.238330,0.267531,-0.880770,-0.180130,-5.846500,7.863971,9012.713867,56.360420,20.000000,-0.000015,-0.000015,73.940002,12.000000,0.076989,0.137917,0.584623,35.312946,2.031385,117.000000,49.331279864512,8.565061234083,117.69
9.290,0.152,74.182938,71.414085,72.662643,74.131943,12.479124,13.823854,0.182444,0.176345,-1.061961,-0.601939,2.127695,7.086398,9002.774414,50.905472,20.000000,-0.000015,-0.000015,74.019997,12.000000,0.077371,0.103374,0.584623,35.343884,2.024510,117.000000,49.331281442566,8.565062799311,117.69
9.300,0.152,74.174110,71.305313,72.530022,74.086838,13.656856,15.299194,0.126558,0.085159,-1.243151,-1.023749,10.101890,6.308824,8992.834961,45.450523,20.000000,-0.000015,-0.000015,74.099998,12.000000,0.077754,0.068831,0.584623,35.374825,2.017634,117.000000,49.331283020620,8.565064364539,117.69
9.310,0.153,73.867966,71.343994,72.411392,73.846786,14.939534,16.648239,0.065872,0.103789,-1.172632,-2.887781,6.430729,4.775736,8973.132813,40.905472,20.000000,-0.000015,-0.000015,74.059998,12.000000,0.078709,0.033906,0.580612,35.438995,2.013051,117.000000,49.331284598674,8.565065929767,117.69
9.320,0.153,73.561821,71.382675,72.292755,73.606735,16.534719,18.328598,0.005187,0.122418,-1.102112,-4.751814,2.759569,3.242647,8953.430664,36.360420,20.000000,-0.000015,-0.000015,74.019997,12.000000,0.079665,-0.001020,0.576601,35.503166,2.008467,117.000000,49.331286176727,8.565067494995,117.69
9.330,0.153,73.255669,71.421349,72.174126,73.366692,17.385368,19.966482,0.003671,-0.048343,-1.139343,-6.194998,4.635178,2.180147,8933.727539,31.815367,20.000000,-0.000015,-0.000015,73.980003,12.000000,0.080621,-0.035945,0.572591,35.567337,2.003883,117.000000,49.331287705625,8.565069014621,117.69
9.340,0.153,72.949524,71.460030,72.055489,73.126640,18.995712,21.612860,0.002155,-0.219104,-1.176574,-7.638182,6.510786,1.117648,8914.025391,27.270313,20.000000,-0.000015,-0.000015,73.940002,12.000000,0.081577,-0.070870,0.568580,35.631508,1.999300,117.000000,49.331289213456,8.565070514704,117.69
9.350,0.153,72.643379,71.498711,71.936859,72.886589,21.494019,22.835043,0.011475,-0.426227,-0.975964,-10.047973,3.071218,0.000000,8894.323242,22.725262,20.000000,-0.000015,-0.000015,73.900002,12.000000,0.082533,-0.105795,0.564569,35.695679,1.994716,117.000000,49.331290721286,8.565072014786,117.70
9.360,0.154,72.237114,71.305054,71.709435,72.537857,23.586533,23.260370,0.020796,-0.633349,-0.775355,-12.457763,-0.368351,-1.117647,8874.621094,18.180210,20.000000,-0.000015,-0.000015,73.860001,12.000000,0.083489,-0.140721,0.560558,35.759853,1.990132,117.000000,49.331292229117,8.565073514868,117.70
9.370,0.154,71.830849,71.111397,71.482018,72.189125,24.424355,24.011917,0.011588,-0.745993,-0.943649,-11.843785,3.788867,-2.139705,8854.918945,13.635157,20.000000,-0.000015,-0.000015,73.820000,12.000000,0.084445,-0.175646,0.556548,35.824024,1.985548,117.000000,49.331293736947,8.565075014951,117.70
9.380,0.154,71.424591,70.917732,71.254593,71.840401,24.437181,24.104797,0.002381,-0.858636,-1.111943,-11.229808,7.946084,-3.161764,8835.215820,9.090105,20.000000,-0.000015,-0.000015,73.780006,12.000000,0.085401,-0.210571,0.552537,35.888195,1.980965,117.000000,49.331295244778,8.565076515033,117.70
9.390,0.154,71.018326,70.724075,71.027176,71.491669,23.996990,24.058924,0.012390,-0.817584,-0.932893,-12.404917,9.044001,-3.325367,8815.513672,4.545053,20.000000,-0.000015,-0.000015,73.740005,12.000000,0.086357,-0.245497,0.548526,35.952366,1.976381,117.000000,49.331296750053,8.565078016039,117.70
9.400,0.155,70.612061,70.530418,70.799751,71.142937,22.974928,23.673241,0.022398,-0.776532,-0.753844,-13.580026,10.141918,-3.488970,8795.811523,0.000000,20.000000,-0.000015,-0.000015,73.700005,12.000000,0.087313,-0.280422,0.544516,36.016537,1.971797,117.000000,49.331298251495,8.565079518428,117.70
9.410,0.155,70.582001,70.404259,70.602119,70.981758,22.347000,22.406317,0.038700,-0.658134,-1.011687,-12.115704,0.843933,-3.253676,8772.459961,0.000000,20.000000,-0.000015,-0.000015,73.530006,12.000000,0.098020,-0.304385,0.538213,36.107063,2.258276,117.000000,49.331299752937,8.565081020818,117.71
9.420,0.155,70.551933,70.278091,70.404488,70.820587,21.775042,21.488829,0.055002,-0.539735,-1.269529,-10.651381,-8.454053,-3.018382,8749.108398,0.000000,20.000000,-0.000015,-0.000015,73.360001,12.000000,0.108727,-0.328348,0.531911,36.197590,2.544755,117.000000,49.331301254379,8.565082523207,117.71
9.430,0.155,70.521873,70.151932,70.206848,70.659409,21.173349,20.990442,0.049750,-0.580521,-0.984919,-9.021794,-10.707070,-2.459558,8725.756836,0.000000,20.000000,-0.000015,-0.000015,73.190002,12.000000,0.119434,-0.352312,0.525608,36.288120,2.831234,117.000000,49.331302755822,8.565084025597,117.71
