"Format","AIM CSV File"
"Venue","OTTOBIANO"
"Vehicle","EasyKart60"
"User","ANDREA"
"Data Source","AIM Data Logger"
"Comment",""
"Date","02/17/07"
"Time","16:46:07"
"Sample Rate","10"
"Duration","58.600"
"Segment","Lap 10 - 0:58.600"

"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","rpm","°C","km/h","#","g","g","deg","deg","deg/s","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12",

5.500,0.119,12946.330078,0.000000,78.917999,9.000000,-0.031356,0.054695,0.029369,37.994850,-0.791234,45.165545246181,8.816062868059,84.79
5.600,0.121,12982.160156,0.000000,79.117996,9.000000,-0.019069,0.053248,0.036130,37.950043,-0.436917,45.165560854123,8.816080230935,84.79
5.700,0.124,13007.200195,0.000000,79.320000,9.000000,-0.011918,0.049903,0.055210,37.917614,-0.223777,45.165576672006,8.816097788244,84.79
5.800,0.126,13039.099609,0.000000,79.510002,9.000000,-0.010771,0.045378,0.091306,37.906155,-0.198567,45.165592531512,8.816115361579,84.79
5.900,0.128,13068.599609,0.000000,79.619995,9.000000,-0.017208,0.040343,0.144018,37.891254,-0.377329,45.165608537010,8.816133067260,84.79
6.000,0.130,13084.700195,0.000000,79.810005,9.000000,-0.030464,0.036009,0.208762,37.840836,-0.734855,45.165624561615,8.816150759608,84.80
6.100,0.132,13101.500000,0.000000,79.910004,9.000000,-0.048309,0.032950,0.289549,37.743435,-1.216140,45.165640415076,8.816168192276,84.81
6.200,0.135,13116.599609,0.000000,80.010002,9.000000,-0.065899,0.031165,0.375493,37.591026,-1.690549,45.165656326075,8.816185597511,84.84
6.300,0.137,13133.000000,0.000000,80.110001,9.000000,-0.080621,0.030719,0.460864,37.403095,-2.089327,45.165672448290,8.816203124972,84.89
6.400,0.139,13151.000000,0.000000,80.210007,9.000000,-0.089480,0.032057,0.539359,37.172768,-2.343721,45.165688732794,8.816220707294,84.95
6.500,0.141,13152.000000,0.000000,80.310005,9.000000,-0.091073,0.033969,0.600665,36.932129,-2.384973,45.165705051250,8.816238197351,85.01
6.600,0.144,13162.200195,0.000000,80.419998,9.000000,-0.083617,0.036009,0.643637,36.696064,-2.167250,45.165721203143,8.816255355953,85.09
6.700,0.146,13175.200195,0.000000,80.610001,9.000000,-0.071826,0.039195,0.659107,36.503551,-1.837226,45.165737415267,8.816272452417,85.15
6.800,0.148,13197.500000,0.000000,80.720001,9.000000,-0.057168,0.042446,0.656242,36.336250,-1.426988,45.165753829686,8.816289677251,85.21
6.900,0.150,13222.200195,0.000000,80.910004,9.000000,-0.042764,0.046334,0.625876,36.213634,-1.044252,45.165770393170,8.816306991469,85.25
7.000,0.152,13244.400391,0.000000,81.020004,9.000000,-0.031101,0.050795,0.578893,36.125401,-0.737147,45.165786975048,8.816324273399,85.28
7.100,0.155,13271.900391,0.000000,81.220001,9.000000,-0.023899,0.054937,0.521024,36.069252,-0.562968,45.165803366700,8.816341323323,85.29
7.200,0.157,13325.000000,0.000000,81.410004,9.000000,-0.020904,0.055702,0.457426,36.023415,-0.480462,45.165819811202,8.816358401787,85.28
7.300,0.159,13327.799805,0.000000,81.520004,9.000000,-0.019821,0.051050,0.389817,35.977577,-0.485045,45.165836460136,8.816375672050,85.27
7.400,0.162,13357.400391,0.000000,81.733002,9.000000,-0.020534,0.037628,0.332578,35.930023,-0.528819,45.165853428248,8.816393246492,85.25
7.500,0.164,13394.759766,0.000000,81.988998,9.000000,-0.021599,0.012651,0.282903,35.872726,-0.549217,45.165870239363,8.816410624852,85.22
7.600,0.166,13404.049805,0.000000,81.911003,9.000000,-0.020681,-0.030177,0.249786,35.816692,-0.544175,45.165886831178,8.816427741791,85.20
7.700,0.168,13322.860352,0.000000,81.967003,9.000000,-0.017074,-0.085681,0.228759,35.770855,-0.485733,45.165903410141,8.816444795856,85.16
7.800,0.171,12943.360352,0.000000,81.623001,9.000000,-0.009292,-0.152804,0.223659,35.727539,-0.307658,45.165920086676,8.816461925636,85.12
7.900,0.173,12536.190430,0.000000,80.901001,9.000000,0.005570,-0.227154,0.224920,35.707142,0.035888,45.165936761692,8.816479037414,85.08
8.000,0.175,12263.540039,0.000000,79.968002,9.000000,0.029132,-0.304347,0.236379,35.718487,0.610908,45.165953258251,8.816495962200,85.04
8.100,0.177,11978.860352,0.000000,78.723999,9.000000,0.069972,-0.375880,0.248468,35.832962,1.633982,45.165969249304,8.816512423449,85.01
8.200,0.179,11702.769531,0.000000,77.112999,9.000000,0.128867,-0.436935,0.265027,36.059395,3.217179,45.165984901382,8.816528664814,84.97
