time,RPM dup 1,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,Gear,RPM dup 2,TPS
161.650,0.000000,0.079195,0.086002,-1.021380,3.502497,2.900794,0.331710,0.000000,1853.901489,0.000000
161.660,0.000000,0.067711,0.087936,-1.020183,3.379303,2.898139,0.268555,0.000000,1874.421631,0.000000
161.670,0.000000,0.055712,0.089511,-1.009453,3.387960,2.985062,0.247503,0.000000,1894.941895,0.000000
161.680,0.000000,0.043200,0.090725,-0.989188,3.528468,3.161561,0.268555,0.000000,1915.462158,0.000000
161.690,0.000000,0.044201,0.085088,-0.969522,3.598722,3.206680,0.286368,0.000000,1935.982300,0.000000
161.700,0.000000,0.058715,0.072600,-0.950455,3.598722,3.120422,0.300942,0.000000,1956.502563,0.000000
161.710,0.000000,0.069963,0.062654,-0.953501,3.511487,3.060040,0.273413,0.000000,1977.022705,0.000000
161.720,0.000000,0.077943,0.055249,-0.978662,3.337018,3.025537,0.203781,0.000000,1997.542969,0.000000
161.730,0.000000,0.079195,0.058412,-0.984768,3.266764,2.920699,0.203781,0.000000,2018.063232,0.000000
161.740,0.000000,0.073717,0.072141,-0.971821,3.300725,2.745528,0.273413,0.000000,2038.583374,0.000000
161.750,0.000000,0.073717,0.082072,-0.979383,3.370313,2.630074,0.326043,0.000000,2050.106201,0.000000
161.760,0.000000,0.079195,0.088206,-1.007454,3.475528,2.574337,0.361669,0.000000,2052.631348,0.000000
161.770,0.000000,0.075941,0.085109,-1.023203,3.493174,2.564384,0.343856,0.000000,2055.156738,0.000000
161.780,0.000000,0.063957,0.072781,-1.026630,3.423254,2.600215,0.272604,0.000000,2057.682129,0.000000
161.790,0.000000,0.054211,0.067152,-1.007100,3.363321,2.670549,0.211877,0.000000,2060.207275,0.000000
161.800,0.000000,0.046703,0.068224,-0.964613,3.313378,2.775387,0.161677,0.000000,2062.732666,0.000000
161.810,0.000000,0.046453,0.076099,-0.955827,3.323699,2.845057,0.179490,0.000000,2065.257813,0.000000
161.820,0.000000,0.053460,0.090780,-0.980743,3.394286,2.879561,0.265316,0.000000,2067.783203,0.000000
161.830,0.000000,0.060704,0.099209,-1.004679,3.394286,2.914728,0.335759,0.000000,2070.308594,0.000000
161.840,0.000000,0.068183,0.101389,-1.027636,3.323699,2.950558,0.390817,0.000000,2072.833740,0.000000
161.850,0.000000,0.065931,0.099484,-1.022387,3.270759,2.890841,0.365717,0.000000,2065.625732,0.000000
161.860,0.000000,0.053947,0.093495,-0.988930,3.235466,2.735575,0.260458,0.000000,2048.684570,0.000000
161.870,0.000000,0.052459,0.088151,-0.976472,3.235466,2.693109,0.225642,0.000000,2031.743164,0.000000
161.880,0.000000,0.061468,0.083452,-0.985013,3.270759,2.763443,0.261268,0.000000,2014.802002,0.000000
161.890,0.000000,0.066209,0.076871,-0.990018,3.261104,2.858328,0.268555,0.000000,1997.860596,0.000000
161.900,0.000000,0.066682,0.068407,-0.991487,3.206499,2.977763,0.247503,0.000000,1980.919434,0.000000
161.910,0.000000,0.061176,0.061431,-0.986482,3.206499,3.082601,0.236978,0.000000,1963.978027,0.000000
161.920,0.000000,0.049692,0.055943,-0.975003,3.261104,3.172840,0.236978,0.000000,1947.036865,0.000000
161.930,0.000000,0.043450,0.056223,-0.969998,3.313378,3.165542,0.219974,0.000000,1930.095459,0.000000
161.940,0.000000,0.042449,0.062273,-0.971467,3.363321,3.060704,0.185968,0.000000,1913.154297,0.000000
161.950,0.000000,0.044451,0.069840,-0.975126,3.380968,3.025537,0.160867,0.000000,1903.178467,0.000000
161.960,0.000000,0.049456,0.078925,-0.980974,3.366318,3.060040,0.144674,0.000000,1900.168091,0.000000
161.970,0.000000,0.057701,0.084118,-0.997702,3.506493,2.989707,0.144674,0.000000,1897.157837,0.000000
161.980,0.000000,0.069184,0.085418,-1.025311,3.801492,2.814535,0.160867,0.000000,1894.147583,0.000000
161.990,0.000000,0.077929,0.082885,-1.047411,3.879071,2.734911,0.134148,0.000000,1891.137207,0.000000
162.000,0.000000,0.083936,0.076518,-1.064004,3.739229,2.750836,0.064515,0.000000,1888.126953,0.000000
162.010,0.000000,0.078694,0.070241,-1.046541,3.599055,2.768751,0.056419,0.000000,1885.116577,0.000000
162.020,0.000000,0.062205,0.064053,-0.995023,3.458547,2.788657,0.109858,1.000000,1882.106323,0.000000
162.030,0.000000,0.054962,0.060145,-0.970733,3.384630,2.819843,0.131719,6.000000,1879.096069,0.000000
162.040,0.000000,0.056964,0.058516,-0.973670,3.377306,2.862309,0.122003,10.000000,1876.085693,0.000000
162.050,0.000000,0.052459,0.056567,-0.973004,3.347339,2.914728,0.096093,10.000000,1873.602173,0.000000
162.060,0.000000,0.041448,0.054295,-0.968733,3.294732,2.977099,0.053989,10.000000,1871.645508,0.000000
162.070,0.000000,0.038820,0.051831,-0.947123,3.299394,3.055396,0.050751,9.099947,1869.688843,0.000000
162.080,0.000000,0.044576,0.049174,-0.908171,3.361323,3.149617,0.086377,4.599908,1867.732178,0.000000
162.090,0.000000,0.075191,0.051248,-0.916590,3.383632,3.541763,0.104190,0.999924,1865.775513,0.000000
162.100,0.000000,0.130663,0.058051,-0.972378,3.366318,4.231833,0.104190,0.999924,1863.818726,0.000000
162.110,0.000000,0.146916,0.066079,-1.007712,3.471199,4.136285,0.143054,0.999924,1861.862061,0.000000
162.120,0.000000,0.123948,0.075330,-1.022591,3.698276,3.255118,0.220784,0.999924,1859.905396,0.000000
162.130,0.000000,0.091346,0.077479,-1.018075,3.776853,2.543151,0.276652,0.999924,1857.948730,0.000000
162.140,0.000000,0.049109,0.072527,-0.994166,3.706933,2.000385,0.310659,0.999924,1855.992065,0.000000
162.150,0.000000,0.039599,0.065670,-0.993255,3.588400,2.026262,0.283939,0.999924,1855.791382,0.000000
162.160,0.000000,0.062817,0.056909,-1.015342,3.421256,2.620784,0.196493,0.999924,1857.346680,0.000000
162.170,0.000000,0.070561,0.053252,-1.010826,3.411600,2.629410,0.152771,0.999924,1858.901978,0.000000
162.180,0.000000,0.062831,0.054702,-0.979709,3.559433,2.052140,0.152771,0.999924,1860.457275,0.000000
162.190,0.000000,0.055087,0.054282,-0.959635,3.528468,1.990432,0.126861,0.999924,1862.012573,0.000000
162.200,0.000000,0.047329,0.051993,-0.950604,3.318705,2.444285,0.075041,0.999924,1863.567871,0.000000
162.210,0.000000,0.049442,0.047082,-0.957744,3.213824,2.904111,0.075041,0.999924,1865.123169,0.000000
162.220,0.000000,0.061427,0.039548,-0.981055,3.213824,3.369909,0.126861,0.999924,1866.678467,0.000000
162.230,0.000000,0.068420,0.040158,-0.999185,3.244789,3.523847,0.178680,0.999924,1868.233765,0.000000
162.240,0.000000,0.070422,0.048912,-1.012132,3.306719,3.365927,0.230500,0.999924,1869.789063,0.000000
162.250,0.000000,0.072674,0.061978,-1.017382,3.346673,3.203363,0.230500,0.999924,1879.982300,0.038987
162.260,0.000000,0.075177,0.079354,-1.014934,3.364653,3.036153,0.178680,0.999924,1898.813354,0.116960
162.270,0.000000,0.076303,0.088378,-1.017368,3.421256,2.821170,0.148722,0.999924,1917.644531,0.194934
162.280,0.000000,0.076053,0.089049,-1.024685,3.516481,2.558413,0.140625,0.999924,1936.475586,0.272908
162.290,0.000000,0.064694,0.085829,-1.017912,3.560431,2.541161,0.136577,0.999924,1955.306641,0.350881
162.300,0.000000,0.042227,0.078716,-0.997049,3.553107,2.769415,0.136577,0.999924,1974.137817,0.428855
162.310,0.000000,0.030492,0.076612,-0.981246,3.523140,2.988379,0.131719,0.999924,1992.968872,0.506828
162.320,0.000000,0.029491,0.079517,-0.970501,3.470533,3.198055,0.122003,0.999924,2011.799927,0.584802
162.330,0.000000,0.033982,0.081747,-0.974214,3.435240,3.241184,0.112287,0.999924,2030.631104,0.662776
162.340,0.000000,0.043964,0.083302,-0.992384,3.417260,3.117768,0.102570,0.999924,2049.462158,0.740749
162.350,0.000000,0.050582,0.081032,-1.001592,3.399613,3.051415,0.106619,0.999924,2060.591797,0.801328
162.360,0.000000,0.053836,0.074934,-1.001837,3.382300,3.042125,0.124432,0.999924,2064.020264,0.844511
162.370,0.000000,0.057965,0.072069,-0.998124,3.390957,3.028855,0.133338,0.999924,2067.448730,0.887694
162.380,0.000000,0.062970,0.072436,-0.990453,3.425584,3.011603,0.133338,0.999924,2070.877197,0.930877
162.390,0.000000,0.061343,0.073121,-0.994860,3.404275,2.994351,0.124432,0.999924,2074.305664,0.974060
162.400,0.000000,0.053085,0.074123,-1.011343,3.327029,2.977099,0.106619,0.999924,2077.733887,1.017243
162.410,0.000000,0.047454,0.068888,-1.017137,3.341013,3.012930,0.090425,0.999924,2081.162354,1.060426
162.420,0.000000,0.044451,0.057416,-1.012241,3.446228,3.101843,0.075851,0.999924,2084.590820,1.103609
162.430,0.000000,0.049692,0.049353,-1.016634,3.471199,3.146299,0.075851,0.999924,2088.019287,1.146792
162.440,0.000000,0.063178,0.044699,-1.030316,3.415928,3.146299,0.090425,0.999924,2091.447754,1.189975
162.450,0.000000,0.067683,0.050059,-1.019204,3.388293,3.146299,0.097712,0.999924,2085.201172,1.150988
162.460,0.000000,0.063206,0.065432,-0.983299,3.388293,3.146299,0.097712,0.999924,2069.280029,1.029831
162.470,0.000000,0.062455,0.078676,-0.968285,3.458547,3.111796,0.097712,0.999924,2053.358887,0.908675
162.480,0.000000,0.065431,0.089791,-0.974160,3.599055,3.042789,0.097712,0.999924,2037.437866,0.787518
162.490,0.000000,0.069671,0.092234,-0.987475,3.669308,2.955866,0.097712,0.999924,2021.516724,0.666361
162.500,0.000000,0.075177,0.086005,-1.008229,3.669308,2.851029,0.097712,0.999924,2005.595459,0.545205
162.510,0.000000,0.079181,0.079111,-1.016892,3.616701,2.805909,0.090425,0.999924,1989.674316,0.424048
162.520,0.000000,0.081933,0.070796,-1.013122,3.500966,2.821966,0.074393,0.999924,1972.161133,0.290776
162.530,0.000000,0.076645,0.068298,-1.001355,3.386562,2.923353,0.088968,0.999924,1956.239990,0.169619
162.540,0.000000,0.066162,0.069174,-0.984028,3.266031,3.082600,0.122974,0.999924,1940.318726,0.048463
162.550,0.000000,0.060768,0.074261,-0.967567,3.260171,3.030049,0.136577,0.999924,1923.745361,0.049622
162.560,0.000000,0.058766,0.082155,-0.951681,3.330758,2.836298,0.136577,0.999924,1906.737183,0.132326
162.570,0.000000,0.059166,0.090890,-0.956017,3.346607,2.779500,0.136577,0.999924,1889.729004,0.215030
162.580,0.000000,0.061168,0.100185,-0.973834,3.325964,2.814004,0.136577,0.999924,1872.720825,0.297734
162.590,0.000000,0.067358,0.103071,-0.990785,3.477126,2.912206,0.157953,0.999924,1855.712646,0.380438
162.600,0.000000,0.076339,0.101684,-1.007160,3.742825,3.052874,0.193579,0.999924,1838.704468,0.463142
162.610,0.000000,0.084436,0.093920,-1.022196,3.806753,3.087643,0.207829,0.999924,1821.696289,0.545846
162.620,0.000000,0.091944,0.081903,-1.036341,3.736166,3.051813,0.207829,0.999924,1804.688110,0.628550
162.630,0.000000,0.094346,0.072178,-1.028240,3.624426,3.070126,0.154390,0.999924,1787.679932,0.711254
162.640,0.000000,0.093345,0.063980,-1.005310,3.485250,3.124535,0.065325,0.999924,1770.671631,0.793957
162.650,0.000000,0.083352,0.061051,-0.986166,3.375641,3.113654,0.041358,0.999924,1763.657715,1.502159
162.660,0.000000,0.067363,0.061636,-0.969547,3.285742,3.059244,0.060791,0.999924,1763.306519,2.627359
162.670,0.000000,0.058565,0.064401,-0.958215,3.207431,3.049424,0.047188,0.999924,1762.955322,3.752560
162.680,0.000000,0.054561,0.068620,-0.950408,3.136844,3.069330,0.011562,0.999924,1762.604126,4.877760
162.690,0.000000,0.051458,0.071119,-0.946698,3.129786,3.119493,0.007028,0.999924,1762.252930,6.002960
162.700,0.000000,0.048956,0.072471,-0.945719,3.165079,3.189827,0.023222,0.999924,1761.901733,7.128160
162.710,0.000000,0.058148,0.070363,-0.954858,3.211959,3.196462,0.050103,0.999924,1761.550537,8.253361
162.720,0.000000,0.075138,0.065948,-0.970744,3.266564,3.160631,0.084110,0.999924,1761.199341,9.378561
162.730,0.000000,0.075944,0.063797,-0.983691,3.276819,3.104895,0.088968,0.999924,1760.848145,10.503761
162.740,0.000000,0.065962,0.063154,-0.994680,3.257508,3.035888,0.074393,0.999924,1760.496948,11.628962
162.750,0.000000,0.061668,0.067764,-0.982364,3.240194,2.966085,0.056904,0.999924,1802.721436,13.079728
162.760,0.000000,0.061168,0.075875,-0.954510,3.224212,2.895751,0.037472,0.999924,1873.329590,14.747540
162.770,0.000000,0.064705,0.082603,-0.961240,3.285742,2.824620,0.055933,0.999924,1943.937866,16.415350
162.780,0.000000,0.070933,0.088410,-0.991024,3.398948,2.752959,0.099656,0.999924,2014.546143,18.083162
162.790,0.000000,0.073875,0.090111,-1.001192,3.454618,2.787197,0.133662,0.999924,2085.154297,19.750973
162.800,0.000000,0.074626,0.089075,-0.998282,3.471932,2.892035,0.161191,0.999924,2155.762695,21.418783
162.810,0.000000,0.068787,0.084609,-1.005604,3.484850,3.065349,0.177061,0.999924,2226.370850,23.086596
162.820,0.000000,0.058554,0.077854,-1.019748,3.494839,3.284313,0.185158,0.999924,2296.979248,24.754406
162.830,0.000000,0.041264,0.067658,-1.031265,3.488446,3.461874,0.188397,0.999924,2367.587402,26.422216
162.840,0.000000,0.019270,0.055168,-1.041030,3.471133,3.611831,0.188397,0.999924,2438.195557,28.090029
162.850,0.000000,0.021567,0.047952,-1.017844,3.468602,3.619263,0.188397,0.999924,2601.581299,29.059830
162.860,0.000000,0.040058,0.044252,-0.972691,3.475927,3.531677,0.188397,0.999924,2826.818604,29.564293
162.870,0.000000,0.068892,0.047780,-0.931553,3.472864,3.245032,0.167021,0.999924,3052.055908,30.068756
162.880,0.000000,0.104623,0.056125,-0.893091,3.462875,2.825682,0.131395,0.999924,3277.293213,30.573219
162.890,0.000000,0.108572,0.062092,-0.884741,3.475261,2.636444,0.086053,0.999924,3502.530518,31.077682
162.900,0.000000,0.091332,0.066472,-0.896464,3.502564,2.600613,0.034233,0.999924,3727.767822,31.582146
162.910,0.000000,0.060445,0.073685,-0.929943,3.513485,2.607779,0.038767,0.999924,3953.005127,32.086609
162.920,0.000000,0.020460,0.082787,-0.977925,3.513485,2.643610,0.080871,0.999924,4178.242676,32.591072
162.930,0.000000,-0.004526,0.094721,-1.013519,3.439968,2.778173,0.119088,0.999924,4403.479980,33.095535
162.940,0.000000,-0.019514,0.108543,-1.040856,3.317440,2.978559,0.154714,0.999924,4628.717285,33.599998
162.950,0.000000,-0.007073,0.105281,-1.058825,3.409070,3.001384,0.189368,0.999924,4893.911133,33.745205
162.960,0.000000,0.023652,0.090629,-1.070548,3.643471,2.905836,0.223375,0.999924,5185.743164,33.650902
162.970,0.000000,0.063237,0.066710,-1.069966,3.623760,3.149484,0.174794,0.999924,5477.574707,33.556602
162.980,0.000000,0.108727,0.036612,-1.061180,3.434641,3.619263,0.071155,0.999924,5769.406738,33.462303
162.990,0.000000,0.155703,0.022471,-1.154054,3.421722,3.441702,0.071479,0.999924,6061.238281,33.368000
163.000,0.000000,0.203668,0.018968,-1.314701,3.526270,2.832583,0.141111,0.999924,6353.070313,33.273701
163.010,0.000000,0.219267,0.024892,-1.265272,3.577279,2.735442,0.168964,0.999924,6644.902344,33.179398
163.020,0.000000,0.213289,0.037100,-1.075792,3.592595,2.979621,0.168964,0.999924,6936.733887,33.085098
163.030,0.000000,0.133236,0.048703,-0.908900,3.463275,3.161693,0.127185,0.999924,7228.565918,32.990799
163.040,0.000000,0.003799,0.059902,-0.757066,3.237530,3.302361,0.057552,0.999924,7520.397461,32.896496
163.050,0.000000,0.023980,0.080849,-0.916054,3.294266,2.821170,0.113258,0.999924,7761.977539,32.274387
163.060,0.000000,0.143907,0.108295,-1.282256,3.539322,1.925406,0.252523,0.999924,7970.056152,31.300404
163.070,0.000000,0.113015,0.139753,-1.170924,3.667311,1.831450,0.341265,0.999924,8178.134766,30.326420
163.080,0.000000,-0.018424,0.173885,-0.741236,3.717254,2.272033,0.396323,0.999924,8386.213867,29.352436
163.090,0.000000,0.024664,0.183532,-0.619758,3.590997,2.667231,0.396971,0.999924,8594.291992,28.378454
163.100,0.000000,0.184104,0.176856,-0.703753,3.347273,3.032172,0.361345,0.999924,8802.371094,27.404470
163.110,0.000000,0.143223,0.142730,-0.832858,3.345275,3.199647,0.335435,0.999924,9010.449219,26.430487
163.120,0.000000,-0.031204,0.090304,-0.992036,3.504428,3.235477,0.316003,0.999924,9218.528320,25.456503
163.130,0.000000,-0.057797,0.056168,-1.033283,3.526537,3.240255,0.299485,0.999924,9426.606445,24.482521
163.140,0.000000,0.014165,0.034224,-0.995910,3.457282,3.224330,0.284911,0.999924,9634.685547,23.508537
163.150,0.000000,0.040464,0.053217,-0.966043,3.428381,3.061102,0.291712,0.999924,9760.773438,22.538399
163.160,0.000000,0.036321,0.099502,-0.941182,3.426383,2.799672,0.312764,0.999924,9832.201172,21.570826
163.170,0.000000,0.079242,0.133543,-0.911588,3.424785,2.746058,0.283291,0.999924,9903.628906,20.603251
163.180,0.000000,0.153539,0.159421,-0.878838,3.423453,2.830990,0.220136,0.999924,9975.056641,19.635675
163.190,0.000000,0.150625,0.145738,-0.896257,3.353000,2.635647,0.115201,0.999924,10046.484375,18.668100
163.200,0.000000,0.096237,0.105682,-0.947123,3.236465,2.253455,-0.017586,0.999924,10117.912109,17.700527
163.210,0.000000,0.047287,0.086435,-1.016968,3.345675,2.208069,-0.154261,0.999924,10189.339844,16.732952
163.220,0.000000,0.001963,0.081061,-1.099468,3.605381,2.387222,-0.293526,0.999924,10260.767578,15.765377
163.230,0.000000,-0.022522,0.118158,-1.124764,3.660119,2.388814,-0.165596,0.999924,10332.195313,14.797803
163.240,0.000000,-0.033117,0.183567,-1.111926,3.578212,2.272033,0.140464,0.999924,10403.623047,13.830228
163.250,0.000000,0.009560,0.220455,-1.068454,3.485117,2.439508,0.200704,0.999924,10424.116211,13.421042
163.260,0.000000,0.087751,0.238329,-1.004559,3.384564,2.796487,0.097065,0.999924,10410.654297,13.384115
163.270,0.000000,0.150592,0.197180,-0.922288,3.382699,2.927335,0.110019,0.999924,10397.191406,13.347188
163.280,0.000000,0.203201,0.116683,-0.827766,3.446627,2.907429,0.200704,0.999924,10383.728516,13.310262
163.290,0.000000,0.162832,0.042318,-0.894228,3.462609,2.908225,0.292360,0.999924,10370.265625,13.273335
163.300,0.000000,0.060478,-0.027959,-1.068013,3.446627,2.922823,0.384664,0.999924,10356.802734,13.236408
163.310,0.000000,-0.002485,-0.043856,-1.151775,3.544117,2.993157,0.314707,0.999924,10343.339844,13.199481
163.320,0.000000,-0.039189,-0.023499,-1.175521,3.717254,3.100648,0.136577,0.999924,10329.876953,13.162554
163.330,0.000000,-0.010844,0.014364,-1.102095,3.691816,3.012266,0.259649,0.999924,10316.414063,13.125628
163.340,0.000000,0.060868,0.063898,-0.963889,3.533995,2.793302,0.583521,0.999924,10302.951172,13.088700
163.350,0.000000,0.080376,0.082468,-0.944789,3.458480,2.623704,0.612022,0.999924,10299.904297,13.093980
163.360,0.000000,0.065083,0.080395,-1.005093,3.437837,2.487017,0.443608,0.999924,10303.800781,13.127398
163.370,0.000000,0.081322,0.062428,-1.050104,3.446361,2.557351,0.303371,0.999924,10307.698242,13.160815
163.380,0.000000,0.118582,0.033866,-1.084921,3.474329,2.765699,0.181919,0.999924,10311.594727,13.194232
163.390,0.000000,0.106558,0.030219,-1.094751,3.513485,2.985194,0.199408,0.999924,10315.491211,13.227650
163.400,0.000000,0.061680,0.043183,-1.087924,3.560099,3.212121,0.309525,0.999924,10319.387695,13.261066
163.410,0.000000,0.018369,0.078831,-1.072186,3.560765,3.126924,0.338997,0.999924,10323.284180,13.294484
163.420,0.000000,-0.023896,0.129602,-1.050507,3.530798,2.833644,0.314707,0.999924,10327.181641,13.327902
163.430,0.000000,-0.020348,0.164698,-0.974155,3.445295,2.565048,0.364260,0.999924,10331.078125,13.361319
163.440,0.000000,0.013742,0.189342,-0.861354,3.322767,2.312907,0.463041,0.999924,10334.974609,13.394736
163.450,0.000000,0.073125,0.176037,-0.815385,3.231004,2.556820,0.418022,0.999924,10341.580078,13.431540
163.460,0.000000,0.149369,0.137434,-0.813970,3.159752,3.131436,0.277138,0.999924,10349.992188,13.470604
163.470,0.000000,0.148985,0.088196,-0.873023,3.201171,3.453646,0.304343,0.999924,10358.404297,13.509667
163.480,0.000000,0.097516,0.031870,-0.972386,3.317706,3.607585,0.443608,0.999924,10366.816406,13.548730
163.490,0.000000,0.030515,0.014430,-1.042961,3.433841,3.762320,0.374947,0.999924,10375.228516,13.587793
163.500,0.000000,-0.046842,0.022914,-1.094343,3.549710,3.917585,0.167669,0.999924,10383.640625,13.626856
163.510,0.000000,-0.041864,0.060777,-1.085046,3.556103,3.430290,0.195522,0.999924,10392.052734,13.665919
163.520,0.000000,0.018002,0.118225,-1.035296,3.489512,2.514620,0.380129,0.999924,10400.464844,13.704983
163.530,0.000000,0.083340,0.138613,-0.991960,3.498835,2.357761,0.426767,0.999924,10408.876953,13.744045
163.540,0.000000,0.152327,0.134294,-0.952900,3.558767,2.706778,0.381425,0.999924,10417.289063,13.783109
163.550,0.000000,0.158617,0.087977,-0.965331,3.608311,2.846384,0.357458,0.999924,10416.861328,13.822721
163.560,0.000000,0.119558,0.006229,-1.016764,3.655191,2.846384,0.346770,0.999924,10409.907227,13.866697
163.570,0.000000,0.059408,-0.028329,-1.083762,3.680562,3.103701,0.350657,0.999924,10403.585938,13.906676
163.580,0.000000,-0.011303,-0.045848,-1.159434,3.698542,3.471296,0.360373,0.999924,10397.264648,13.946654
163.590,0.000000,-0.020623,0.005507,-1.161115,3.691816,3.422725,0.338350,0.999924,10390.942383,13.986633
163.600,0.000000,-0.003634,0.086380,-1.131086,3.674503,3.195798,0.302724,0.999924,10384.621094,14.026611
163.610,0.000000,0.030679,0.149672,-1.060138,3.607778,2.858328,0.285235,0.999924,10378.299805,14.066590
163.620,0.000000,0.072416,0.205428,-0.971655,3.519877,2.473481,0.275518,0.999924,10371.978516,14.106569
163.630,0.000000,0.102084,0.186841,-0.908704,3.407738,2.500155,0.248799,0.999924,10365.656250,14.146547
163.640,0.000000,0.126582,0.136393,-0.856697,3.285210,2.703195,0.214792,0.999924,10359.334961,14.186526
163.650,0.000000,0.142475,0.080768,-0.889705,3.316974,3.033499,0.192121,0.999924,10356.654297,13.960326
163.660,0.000000,0.154682,0.022924,-0.959148,3.414863,3.418346,0.174308,0.999924,10355.533203,13.620050
163.670,0.000000,0.129674,0.031472,-1.010750,3.511820,3.595110,0.266450,0.999924,10354.413086,13.279774
163.680,0.000000,0.088715,0.068474,-1.054707,3.608377,3.682696,0.405715,0.999924,10353.292969,12.939498
163.690,0.000000,0.059124,0.125452,-1.002946,3.550177,3.242644,0.363612,0.999924,10352.171875,12.599222
163.700,0.000000,0.034405,0.190991,-0.910165,3.425651,2.576460,0.243779,0.999924,10351.051758,12.258945
163.710,0.000000,0.029072,0.206500,-0.892765,3.315109,2.940472,0.194226,0.999924,10349.930664,11.918670
163.720,0.000000,0.032047,0.200567,-0.907671,3.210561,3.745997,0.174794,0.999924,10348.810547,11.578393
163.730,0.000000,0.099410,0.155783,-0.918464,3.277086,3.557554,0.315193,0.999924,10347.690430,11.238117
163.740,0.000000,0.194367,0.094350,-0.927495,3.416927,2.943127,0.524091,0.999924,10346.569336,10.897841
163.750,0.000000,0.180169,0.042587,-1.000444,3.472864,3.077425,0.514213,0.999924,10349.136719,10.740002
163.760,0.000000,0.119191,-0.005031,-1.100787,3.492841,3.532606,0.410573,0.999924,10353.284180,10.660350
163.770,0.000000,0.037580,-0.008432,-1.124054,3.596724,3.584626,0.354543,0.999924,10357.431641,10.580697
163.780,0.000000,-0.052873,0.007116,-1.114290,3.736566,3.463864,0.318917,0.999924,10361.579102,10.501045
163.790,0.000000,-0.049567,0.058489,-1.078211,3.704868,3.168461,0.333168,0.999924,10365.726563,10.421393
163.800,0.000000,-0.006078,0.125215,-1.030854,3.599654,2.798212,0.368794,0.999924,10369.874023,10.341742
163.810,0.000000,0.022365,0.162791,-0.960764,3.431977,2.540365,0.305800,0.999924,10374.021484,10.262089
163.820,0.000000,0.044359,0.187875,-0.880930,3.237530,2.330689,0.200542,0.999924,10378.168945,10.182437
163.830,0.000000,0.079648,0.154409,-0.834588,3.252380,2.722968,0.157629,0.999924,10382.316406,10.102785
163.840,0.000000,0.120634,0.095851,-0.802600,3.356929,3.373226,0.141435,0.999924,10386.463867,10.023132
163.850,0.000000,0.066459,0.044732,-0.909208,3.388293,4.141460,0.147913,0.999924,10389.838867,10.217670
163.860,0.000000,-0.028498,-0.003199,-1.075213,3.388293,4.960255,0.164106,0.999924,10392.882813,10.529716
163.870,0.000000,-0.021658,0.003062,-1.139371,3.451222,4.716342,0.120221,0.999924,10395.925781,10.841764
163.880,0.000000,0.028810,0.032547,-1.159880,3.541120,4.016982,0.050589,0.999924,10398.969727,11.153811
163.890,0.000000,0.055843,0.066934,-1.045717,3.470201,3.012930,0.165726,0.999924,10402.013672,11.465858
163.900,0.000000,0.072833,0.103421,-0.873836,3.330359,1.878295,0.360049,0.999924,10405.057617,11.777905
163.910,0.000000,0.099262,0.098094,-0.847748,3.225477,2.248544,0.393408,0.999924,10408.101563,12.089952
163.920,0.000000,0.129738,0.074848,-0.884142,3.135579,3.263744,0.357782,0.999924,10411.144531,12.401999
163.930,0.000000,0.120370,0.040795,-0.987178,3.206499,3.847915,0.298351,0.999924,10414.188477,12.714046
163.940,0.000000,0.093926,0.002110,-1.118775,3.346340,4.247359,0.228719,0.999924,10417.232422,13.026093
163.950,0.000000,0.067424,-0.001117,-1.108692,3.402743,3.768955,0.242969,0.999924,10414.165039,13.238697
163.960,0.000000,0.040897,0.010852,-1.037888,3.423387,2.914330,0.293169,0.999924,10408.479492,13.408683
163.970,0.000000,0.015811,0.054677,-1.036811,3.366651,3.036021,0.150665,0.999924,10402.792969,13.578668
163.980,0.000000,-0.008658,0.112154,-1.065617,3.276752,3.576133,-0.074426,0.999924,10397.106445,13.748653
163.990,0.000000,0.008136,0.157604,-0.974106,3.200372,3.335936,0.079090,0.999924,10391.420898,13.918639
164.000,0.000000,0.042616,0.197900,-0.831030,3.129786,2.761320,0.394866,0.999924,10385.734375,14.088624
164.010,0.000000,0.111742,0.187486,-0.792716,3.171538,2.599153,0.464660,0.999924,10380.048828,14.258610
164.020,0.000000,0.195716,0.155340,-0.799298,3.261437,2.613751,0.429034,0.999924,10374.362305,14.428596
164.030,0.000000,0.150934,0.099004,-0.888611,3.323367,2.852223,0.393408,0.999924,10368.675781,14.598580
164.040,0.000000,0.050972,0.032302,-1.013381,3.373310,3.186642,0.357782,0.999924,10362.990234,14.768566
164.050,0.000000,0.004536,0.014364,-1.092510,3.461943,3.052874,0.455916,0.999924,10359.352539,14.912703
164.060,0.000000,-0.018961,0.017326,-1.152079,3.567158,2.718456,0.611374,0.999924,10356.592773,15.045762
164.070,0.000000,0.003907,0.064662,-1.121245,3.490111,2.489936,0.510650,0.999924,10353.833984,15.178821
164.080,0.000000,0.046645,0.131017,-1.051666,3.334954,2.306802,0.300133,0.999924,10351.074219,15.311879
164.090,0.000000,0.097091,0.157794,-0.974737,3.263701,2.504534,0.281186,0.999924,10348.315430,15.444938
164.100,0.000000,0.150840,0.167609,-0.894658,3.228407,2.865494,0.344341,0.999924,10345.555664,15.577996
164.110,0.000000,0.142634,0.128281,-0.907725,3.247652,3.243175,0.314545,0.999924,10342.795898,15.711055
164.120,0.000000,0.107876,0.067890,-0.960712,3.290271,3.628021,0.244912,0.999924,10340.037109,15.844113
