time,RPM dup 1,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,Gear,RPM dup 2,TPS
67.020,0.000000,-0.186950,0.300648,-1.141640,4.731307,7.902475,7.154251,0.999924,10770.204102,72.984390
67.030,0.000000,0.025487,0.218959,-1.253924,0.024632,4.624642,6.812566,0.999924,10777.194336,69.768250
67.040,0.000000,0.191545,0.196409,-1.255284,-0.630360,3.567242,6.671681,0.999924,10738.248047,65.231407
67.050,0.000000,0.288031,0.262564,-1.090258,4.792171,5.840493,6.831998,0.999924,10630.395508,58.713512
67.060,0.000000,0.275330,0.330022,-0.993973,9.011531,4.895362,7.031827,0.999924,10522.542969,52.195621
67.070,0.000000,0.098845,0.399437,-1.000800,11.426132,-0.877341,7.290926,0.999924,10414.690430,45.677731
67.080,0.000000,-0.037432,0.412960,-0.985758,11.523089,-6.851225,6.978712,0.999924,10306.837891,39.159840
67.090,0.000000,-0.113398,0.342647,-0.937912,8.143579,-13.126883,5.809532,0.999924,10198.986328,32.641949
67.100,0.000000,-0.141782,0.263480,-0.928147,4.898584,-14.731827,4.876131,0.999924,10091.133789,26.124056
67.110,0.000000,-0.098794,0.171032,-0.975504,1.855361,-9.330701,4.296399,0.999924,9983.281250,19.606165
67.120,0.000000,-0.082800,0.121404,-0.967588,1.717117,-6.747184,4.088472,0.999924,9875.428711,13.088274
67.130,0.000000,-0.107297,0.136006,-0.876765,5.936344,-8.390082,4.438255,0.999924,9767.576172,6.570382
67.140,0.000000,-0.278955,0.167776,-0.854205,8.725721,-13.254015,4.549667,0.999924,9723.562500,2.553262
67.150,0.000000,-0.671353,0.225297,-0.934039,9.370325,-22.949501,4.303524,0.999924,9775.306641,2.287297
67.160,0.000000,-0.900830,0.251384,-0.964564,9.644682,-30.626266,4.205714,0.999924,9827.049805,2.021332
67.170,0.000000,-0.885926,0.230322,-0.921124,9.363667,-35.274952,4.330405,0.999924,9878.793945,1.755367
67.180,0.000000,-0.831382,0.182943,-0.965858,7.473804,-31.759575,4.341093,0.999924,9930.537109,1.489403
67.190,0.000000,-0.717377,0.096089,-1.142853,3.170673,-15.998106,4.180776,0.999924,9982.281250,1.223438
67.200,0.000000,-0.597356,0.043323,-1.236744,0.560825,-3.497484,4.225146,0.999924,10034.024414,0.957473
67.210,0.000000,-0.468308,0.041691,-1.205980,0.490904,4.111866,4.576548,0.999924,10085.768555,0.691508
67.220,0.000000,-0.324512,0.088332,-1.191036,1.100748,10.516779,4.941553,0.999924,10137.511719,0.425544
67.230,0.000000,-0.158594,0.207383,-1.199822,2.730238,15.115035,5.326962,0.999924,10189.255859,0.159579
67.240,0.000000,-0.082422,0.297467,-1.176968,3.400280,18.077295,5.179923,0.999924,10209.331055,0.000000
67.250,0.000000,-0.140870,0.344100,-1.106654,2.631150,18.585558,4.234215,0.999924,10181.903320,0.000000
67.260,0.000000,-0.188341,0.326301,-1.007247,1.497632,19.058786,3.535297,0.999924,10154.476563,0.000000
67.270,0.000000,-0.219344,0.211852,-0.864199,-0.182467,19.479464,3.206567,0.999924,10127.049805,0.000000
67.280,0.000000,-0.242952,0.108713,-0.767326,-0.051016,17.778973,2.791038,0.999924,10099.622070,0.000000
67.290,0.000000,-0.255464,0.022538,-0.739718,2.797761,12.896726,2.245312,0.999924,10072.195313,0.000000
67.300,0.000000,-0.323767,-0.004163,-0.752551,4.627424,8.623864,1.701530,0.999924,10044.767578,0.000000
67.310,0.000000,-0.475755,0.058347,-0.826047,4.928417,5.265080,1.160663,0.999924,10017.340820,0.000000
67.320,0.000000,-0.565479,0.119474,-0.918780,5.290941,1.418470,0.738333,0.999924,9989.914063,0.000000
67.330,0.000000,-0.561809,0.178526,-1.040366,5.745759,-3.159881,0.493809,0.999924,9962.486328,0.000000
67.340,0.000000,-0.569661,0.183717,-1.097107,4.702806,-7.175559,-0.058394,0.999924,9930.804688,0.000000
67.350,0.000000,-0.594798,0.108118,-1.056578,1.413194,-10.347227,-1.072116,0.999924,9892.741211,0.000000
67.360,0.000000,-0.598257,0.026195,-1.074443,-1.070396,-12.144064,-1.862365,0.999924,9854.677734,0.000000
67.370,0.000000,-0.569199,-0.065213,-1.179900,-2.344954,-11.878653,-2.317407,0.999924,9816.614258,0.000000
67.380,0.000000,-0.500791,-0.106639,-1.224427,-1.984029,-10.556902,-2.402585,0.999924,9778.550781,0.000000
67.390,0.000000,-0.373356,-0.073094,-1.177561,0.830121,-7.650645,-1.932970,0.999924,9740.487305,0.000000
67.400,0.000000,-0.337981,-0.023939,-1.164967,3.218352,-4.188085,-1.462059,0.999924,9702.423828,0.000000
67.410,0.000000,-0.450968,0.055886,-1.207664,5.142642,0.538630,-0.941919,0.999924,9660.553711,0.000000
67.420,0.000000,-0.543687,0.084471,-1.197409,4.832659,3.024873,-0.543556,0.999924,9622.490234,0.000000
67.430,0.000000,-0.626410,0.069070,-1.138085,2.463340,3.700346,-0.219683,0.999924,9584.426758,0.000000
67.440,0.000000,-0.718365,0.042305,-1.089015,0.845170,4.081875,0.021602,0.999924,9544.983398,0.000000
67.450,0.000000,-0.819551,0.004177,-1.050199,-0.021849,4.169461,0.180300,0.999924,9504.160156,0.000000
67.460,0.000000,-0.885896,-0.001587,-1.035185,0.405667,4.038082,0.478263,0.999924,9463.336914,0.000000
67.470,0.000000,-0.917400,0.025013,-1.043970,2.127719,3.687739,0.915491,0.999924,9422.514648,0.000000
67.480,0.000000,-0.931317,0.055159,-1.046650,3.072317,2.612822,1.427210,0.999924,9381.691406,0.000000
67.490,0.000000,-0.927646,0.088849,-1.043222,3.239461,0.813331,2.013419,0.999924,9340.868164,0.000000
67.500,0.000000,-0.902065,0.104956,-1.034437,2.488311,-0.287464,2.380205,0.999924,9300.044922,0.000000
67.510,0.000000,-0.854572,0.103479,-1.020292,0.818867,-0.689562,2.527567,0.999924,9259.222656,0.000000
67.520,0.000000,-0.806412,0.107959,-1.000341,0.071712,-0.187271,2.605297,0.999924,9218.399414,0.000000
67.530,0.000000,-0.757585,0.118394,-0.974582,0.246847,1.219411,2.613394,0.999924,9177.576172,0.000000
67.540,0.000000,-0.782680,0.134456,-0.954929,1.067918,2.153660,2.849821,0.999924,9131.802734,0.000000
67.550,0.000000,-0.881697,0.156145,-0.941383,2.534925,2.615476,3.314578,0.999924,9081.080078,0.000000
67.560,0.000000,-0.985636,0.167999,-0.960301,2.787306,2.823824,3.699987,0.999924,9030.355469,0.000000
67.570,0.000000,-1.094496,0.170018,-1.011683,1.825062,2.778704,4.006046,0.999924,8979.632813,0.000000
67.580,0.000000,-1.139528,0.178192,-1.013016,1.474791,1.796018,4.256238,0.999924,8928.908203,0.000000
67.590,0.000000,-1.120731,0.192520,-0.964300,1.736495,-0.124235,4.450562,0.999924,8878.185547,0.000000
67.600,0.000000,-1.095108,0.217737,-0.923281,2.746020,-1.870644,4.796296,0.999924,8827.460938,0.000000
67.610,0.000000,-1.062658,0.253844,-0.889960,4.503365,-3.443208,5.293441,0.999924,8776.738281,0.000000
67.620,0.000000,-1.046058,0.270016,-0.877271,5.002467,-4.409969,5.807589,0.999924,8726.013672,0.000000
67.630,0.000000,-1.045308,0.266253,-0.885214,4.243326,-4.770929,6.338740,0.999924,8675.291016,0.000000
67.640,0.000000,-1.037007,0.236553,-0.885894,3.413931,-4.982594,6.837503,0.999924,8616.756836,0.000000
67.650,0.000000,-1.021158,0.180916,-0.879311,2.514282,-5.044967,7.303881,0.999924,8550.413086,0.000000
67.660,0.000000,-1.027998,0.136849,-0.888410,2.169339,-4.384755,7.781593,0.999924,8484.069336,0.000000
67.670,0.000000,-1.057528,0.104353,-0.913190,2.379102,-3.001961,8.270640,0.999924,8417.726563,0.000000
67.680,0.000000,-1.108302,0.101235,-0.903234,2.627820,-2.197100,8.894905,0.999924,8351.382813,0.000000
67.690,0.000000,-1.180320,0.127495,-0.858544,2.915495,-1.970173,9.654387,0.999924,8285.039063,0.000000
67.700,0.000000,-1.213033,0.156094,-0.850112,2.910500,-1.704098,10.371765,0.999924,8218.695313,0.000000
67.710,0.000000,-1.206443,0.187031,-0.877938,2.612837,-1.398875,11.047040,0.999924,8152.351563,0.000000
67.720,0.000000,-1.182766,0.206408,-0.917855,2.311511,-0.660367,11.612198,0.999924,8086.008301,0.000000
67.730,0.000000,-1.142003,0.214224,-0.969862,2.006523,0.511425,12.067239,0.999924,8019.664551,0.000000
67.740,0.000000,-1.115754,0.236064,-0.985802,2.216286,0.705176,12.455887,0.999924,7968.397461,0.173190
67.750,0.000000,-1.104020,0.271930,-0.965673,2.940799,-0.079115,12.778139,0.999924,7932.207031,0.519570
67.760,0.000000,-1.150039,0.332736,-0.967197,3.596391,-1.140762,13.157070,0.999924,7896.016602,0.865950
67.770,0.000000,-1.253811,0.418482,-0.990372,4.183061,-2.479764,13.592680,0.999924,7859.825684,1.212329
67.780,0.000000,-1.271509,0.489551,-1.012948,3.391955,-2.485072,13.548957,0.999924,7823.635254,1.558709
67.790,0.000000,-1.203134,0.545942,-1.034926,1.223076,-1.156687,13.025902,0.999924,7787.444824,1.905089
67.800,0.000000,-1.156253,0.547946,-1.008202,-0.078784,-0.657049,12.459934,0.999924,7751.254395,2.251469
67.810,0.000000,-1.130867,0.495561,-0.932774,-0.513626,-0.986160,11.851054,0.999924,7715.063477,2.597848
67.820,0.000000,-1.073628,0.427451,-0.872593,0.018772,-1.465227,11.413826,0.999924,7678.873047,2.944228
67.830,0.000000,-0.984537,0.343616,-0.827657,1.518409,-2.094253,11.148250,0.999924,7642.682617,3.290608
67.840,0.000000,-0.899215,0.319411,-0.898583,3.790838,-2.059086,10.979836,0.999924,7612.604492,3.290608
67.850,0.000000,-0.817660,0.354837,-1.085370,6.836059,-1.359726,10.908585,0.999924,7588.639648,2.944228
67.860,0.000000,-0.781637,0.417426,-1.136276,9.163425,-0.663021,10.996030,0.999924,7564.673828,2.597848
67.870,0.000000,-0.791147,0.507178,-1.051301,10.772939,0.031030,11.242173,0.999924,7540.708984,2.251469
67.880,0.000000,-0.725108,0.527604,-1.029323,8.508167,3.046770,10.676206,0.999924,7516.743164,1.905089
67.890,0.000000,-0.583519,0.478704,-1.070341,2.369113,8.384197,9.298127,0.999924,7492.778320,1.558709
67.900,0.000000,-0.546051,0.393733,-1.074734,-0.220624,9.889081,8.283596,0.999924,7468.812500,1.212329
67.910,0.000000,-0.612702,0.272692,-1.042502,0.738957,7.561421,7.632611,0.999924,7444.847656,0.865950
67.920,0.000000,-0.620515,0.213033,-0.981341,2.505625,6.634471,7.026969,0.999924,7420.881836,0.519570
67.930,0.000000,-0.569491,0.214757,-0.891253,5.079380,7.108231,6.466670,0.999924,7396.916992,0.173190
67.940,0.000000,-0.508944,0.246576,-0.873926,7.266572,7.370988,6.301495,0.999924,7373.955078,0.000000
67.950,0.000000,-0.438873,0.308491,-0.929361,9.067202,7.422744,6.531444,0.999924,7351.996582,0.000000
67.960,0.000000,-0.360098,0.325232,-1.017627,8.420266,7.405492,5.841595,0.999924,7330.038086,0.000000
67.970,0.000000,-0.272621,0.296801,-1.138724,5.325768,7.319233,4.231948,0.999924,7308.079590,0.000000
67.980,0.000000,-0.325105,0.246929,-1.085003,3.942999,6.706796,3.137258,0.999924,7286.121094,0.000000
67.990,0.000000,-0.517550,0.175616,-0.856463,4.271960,5.568180,2.557526,0.999924,7264.162598,0.000000
68.000,0.000000,-0.583811,0.131089,-0.804700,4.971835,5.148166,2.180214,0.999924,7242.204102,0.000000
68.010,0.000000,-0.523890,0.113347,-0.929714,6.042624,5.446754,2.005323,0.999924,7220.245605,0.000000
68.020,0.000000,-0.460422,0.115115,-1.003455,6.858034,4.939155,1.857961,0.999924,7198.287109,0.000000
68.030,0.000000,-0.393410,0.136391,-1.025923,7.418067,3.625367,1.738128,0.999924,7176.328613,0.000000
68.040,0.000000,-0.383400,0.150914,-1.082568,8.099629,2.131100,1.783470,0.999924,7152.330078,0.000000
68.050,0.000000,-0.430392,0.158686,-1.173391,8.902721,0.456353,1.993987,0.999924,7126.291016,0.000000
68.060,0.000000,-0.466401,0.158044,-1.196335,8.367660,-0.181299,1.861199,0.999924,7100.251953,0.000000
68.070,0.000000,-0.491426,0.148990,-1.151399,6.494446,0.218146,1.385106,0.999924,7074.212891,0.000000
68.080,0.000000,-0.480192,0.150853,-1.164333,4.622896,0.425830,1.192402,0.999924,7048.173828,0.000000
68.090,0.000000,-0.432700,0.163635,-1.235136,2.753012,0.441755,1.283086,0.999924,7022.134277,0.000000
68.100,0.000000,-0.448938,0.183998,-1.200959,2.140705,1.579044,1.450691,0.999924,6996.095215,0.000000
68.110,0.000000,-0.528909,0.211941,-1.061800,2.785975,3.837697,1.695215,0.999924,6970.056152,0.000000
68.120,0.000000,-0.553628,0.224274,-0.984156,3.153559,4.904651,2.394780,0.999924,6944.017090,0.000000
68.130,0.000000,-0.523097,0.220995,-0.968026,3.243457,4.779908,3.549386,0.999924,6917.978027,0.000000
68.140,0.000000,-0.540545,0.214895,-0.960519,3.423254,5.019442,4.751763,0.999924,6894.547852,0.000000
68.150,0.000000,-0.605973,0.205975,-0.961634,3.692948,5.623253,6.001912,0.999924,6873.726563,0.000000
68.160,0.000000,-0.639173,0.217277,-0.991732,3.623027,5.351870,7.037495,0.999924,6852.905273,0.000000
68.170,0.000000,-0.640146,0.248804,-1.050811,3.213491,4.205292,7.858512,0.999924,6832.083984,0.000000
68.180,0.000000,-0.647167,0.280842,-1.071865,2.156353,3.107151,8.648762,0.999924,6811.262695,0.000000
68.190,0.000000,-0.660236,0.313393,-1.054891,0.451616,2.057448,9.408244,0.999924,6790.441895,0.000000
68.200,0.000000,-0.652923,0.330888,-1.030656,-0.872886,1.218747,10.286749,0.999924,6769.620605,0.000000
68.210,0.000000,-0.625228,0.333328,-0.999157,-1.817151,0.591049,11.284277,0.999924,6748.799316,0.000000
68.220,0.000000,-0.580127,0.342787,-0.985666,-1.717264,0.417204,12.295569,0.999924,6727.978027,0.000000
68.230,0.000000,-0.517619,0.359263,-0.990181,-0.573225,0.697214,13.320626,0.999924,6707.156738,0.000000
68.240,0.000000,-0.486602,0.393037,-0.970896,0.571147,0.814658,14.301960,0.999924,6667.161621,0.000000
68.250,0.000000,-0.487074,0.444108,-0.927810,1.715852,0.769538,15.239573,0.999924,6607.992676,0.000000
68.260,0.000000,-0.501784,0.491061,-0.913231,1.943261,0.800061,16.110790,0.999924,6548.823242,0.000000
68.270,0.000000,-0.530730,0.533896,-0.927157,1.253375,0.906225,16.915613,0.999924,6489.654297,0.000000
68.280,0.000000,-0.566321,0.562884,-0.940472,0.236193,1.562455,17.773067,0.999924,6430.485352,0.000000
68.290,0.000000,-0.608559,0.578025,-0.953175,-1.108286,2.768751,18.683149,0.999924,6371.315918,0.000000
68.300,0.000000,-0.645179,0.607071,-0.952808,-1.806829,3.456167,19.777031,0.999924,6312.146973,0.000000
68.310,0.000000,-0.676183,0.650022,-0.939370,-1.859437,3.624704,21.054707,0.999924,6252.978027,0.000000
68.320,0.000000,-0.653896,0.718951,-0.979043,-1.361999,3.436262,22.918594,0.999924,6193.808594,0.000000
68.330,0.000000,-0.578320,0.813857,-1.071824,-0.314518,2.890841,25.368692,0.999924,6134.639648,0.000000
68.340,0.000000,-0.531383,0.882219,-1.097216,1.248714,2.390540,27.632563,0.999924,6108.132324,0.000000
68.350,0.000000,-0.513087,0.924034,-1.055218,3.327695,1.935359,29.710205,0.999924,6114.286621,0.000000
68.360,0.000000,-0.498197,0.914972,-1.008215,4.087835,2.267787,31.209736,0.999924,6120.441406,0.000000
68.370,0.000000,-0.486713,0.855031,-0.956208,3.529134,3.387824,32.131157,0.999924,6126.595703,0.000000
68.380,0.000000,-0.601218,0.825825,-0.884425,4.203704,0.819966,32.982941,0.999924,6132.750000,0.000000
68.390,0.000000,-0.841712,0.827354,-0.792868,6.111546,-5.435786,33.765095,0.999924,6138.904297,0.000000
68.400,0.000000,-0.970621,0.902733,-0.781144,6.618306,-7.403149,34.710800,0.999924,6145.058594,0.000000
68.410,0.000000,-0.987944,1.051962,-0.849255,5.723984,-5.082124,35.820068,0.999924,6151.212891,0.000000
68.420,0.000000,-0.938630,1.182343,-0.919568,4.412135,-4.848562,37.100983,0.999924,6157.367676,0.000000
68.430,0.000000,-0.822679,1.293876,-0.992085,2.682758,-6.702462,38.553551,0.999924,6163.521973,0.000000
68.440,0.000000,-0.691518,1.323593,-1.011982,0.218879,-6.247281,40.451447,0.999924,6149.841797,0.000000
68.450,0.000000,-0.545147,1.271494,-0.979260,-2.979503,-3.483019,42.794662,0.999924,6116.327148,0.000000
68.460,0.000000,-0.412268,1.195760,-0.973164,-3.445176,-0.631039,45.579159,0.999924,6079.460938,0.000000
68.470,0.000000,-0.312778,1.112951,-0.990274,-1.555980,1.818710,48.267303,0.999924,6045.946289,0.000000
68.480,0.000000,-0.342269,1.089592,-0.943505,0.111067,4.087714,50.177181,0.999924,6012.431641,0.000000
68.490,0.000000,-0.457747,1.105866,-0.854151,1.630016,6.236221,51.568214,0.999924,5978.916992,0.000000
68.500,0.000000,-0.482033,1.149191,-0.873768,3.296797,6.183935,52.452065,0.999924,5945.402344,0.000000
68.510,0.000000,-0.445524,1.210552,-0.966032,5.062133,4.664454,52.997791,0.999924,5911.887207,0.000000
68.520,0.000000,-0.404844,1.239666,-0.996639,4.844512,2.691915,53.019814,0.999924,5878.372559,0.000000
68.530,0.000000,-0.361383,1.247281,-0.986139,3.304921,0.417337,52.692699,0.999924,5844.857910,0.000000
68.540,0.000000,-0.347602,1.236616,-0.870031,1.768126,-0.807007,52.158634,0.999924,5826.455078,0.000000
68.550,0.000000,-0.353608,1.213764,-0.683516,0.233196,-1.331195,51.486599,0.999924,5818.126465,0.000000
68.560,0.000000,-0.364353,1.222579,-0.638352,0.225338,-2.599066,51.442230,0.999924,5809.798340,0.000000
68.570,0.000000,-0.378256,1.252505,-0.687422,1.235529,-4.362726,51.816303,0.999924,5801.469727,0.000000
68.580,0.000000,-0.359859,1.295199,-0.823659,1.777449,-5.605649,52.116531,0.999924,5793.141113,0.000000
68.590,0.000000,-0.319930,1.346405,-1.018007,2.007189,-6.501413,52.367535,0.999924,5784.812500,0.000000
68.600,0.000000,-0.288943,1.359244,-1.031722,2.287672,-6.910678,52.748734,0.999924,5776.484375,0.000000
68.610,0.000000,-0.263917,1.346503,-0.925014,2.601983,-6.995609,53.216728,0.999924,5768.155762,0.000000
68.620,0.000000,-0.293547,1.315255,-0.788733,3.756144,-7.040730,54.013130,0.999924,5759.827148,0.000000
68.630,0.000000,-0.359615,1.271667,-0.632738,5.470204,-7.059308,55.028473,0.999924,5751.499023,0.000000
68.640,0.000000,-0.316704,1.243631,-0.648269,6.702011,-5.376333,55.932076,0.999924,5746.933105,0.000000
68.650,0.000000,-0.201143,1.225960,-0.778152,7.612314,-2.558989,56.761189,0.999924,5744.876465,0.000000
68.660,0.000000,-0.181328,1.201245,-0.891340,7.304795,0.110256,56.933491,0.999924,5742.819336,0.000000
68.670,0.000000,-0.225345,1.171832,-0.993396,6.185395,2.680767,56.667915,0.999924,5740.762207,0.000000
68.680,0.000000,-0.202177,1.129605,-1.052384,5.968574,4.107885,56.064217,0.999924,5738.705078,0.000000
68.690,0.000000,-0.134219,1.078833,-1.082658,6.353472,4.772741,55.235104,0.999924,5736.647949,0.000000
68.700,0.000000,-0.121401,1.052724,-0.940948,5.121799,5.059386,52.898037,0.999924,5734.591309,0.000000
68.710,0.000000,-0.145342,1.043054,-0.684582,2.812411,5.093890,49.555672,0.999924,5732.534180,0.000000
68.720,0.000000,-0.213110,1.065505,-0.645032,2.140372,4.403023,47.364670,0.999924,5730.477051,0.000000
68.730,0.000000,-0.310098,1.109369,-0.750027,2.559897,3.228577,45.941250,0.999924,5728.419922,0.000000
68.740,0.000000,-0.314107,1.158138,-0.822054,4.164881,1.448196,45.512768,0.999924,5720.020996,0.000000
68.750,0.000000,-0.256132,1.210178,-0.872103,6.560171,-0.736142,45.747574,0.999924,5707.394531,0.000000
68.760,0.000000,-0.253012,1.254273,-0.934164,6.501438,-2.030289,46.057194,0.999924,5694.768066,0.000000
68.770,0.000000,-0.286463,1.293070,-1.004233,4.806688,-2.730976,46.416695,0.999924,5682.141602,0.000000
68.780,0.000000,-0.289949,1.328574,-0.950952,4.611443,-3.040711,47.244514,0.999924,5669.515137,0.000000
68.790,0.000000,-0.273460,1.361882,-0.815439,5.415866,-3.089812,48.384544,0.999924,5656.888184,0.000000
68.800,0.000000,-0.296311,1.387406,-0.850163,4.991280,-3.752014,49.787884,0.999924,5644.261719,0.000000
68.810,0.000000,-0.345389,1.407739,-0.998379,3.747354,-4.822950,51.366764,0.999924,5631.635254,0.000000
68.820,0.000000,-0.333822,1.405137,-1.133833,2.820269,-4.420055,53.470322,0.999924,5619.008789,0.000000
68.830,0.000000,-0.281824,1.387244,-1.260778,2.104412,-3.034606,55.923656,0.999924,5606.382324,0.000000
68.840,0.000000,-0.247796,1.351238,-1.221027,2.280347,-2.156359,58.245823,0.999924,5602.334961,0.059968
68.850,0.000000,-0.225745,1.303155,-1.070146,3.050808,-1.616247,60.480545,0.999924,5604.007324,0.159915
68.860,0.000000,-0.245755,1.264339,-0.925270,4.438172,-1.085689,62.405323,0.999924,5605.679688,0.259861
68.870,0.000000,-0.293803,1.231699,-0.784398,6.236804,-0.561501,64.123466,0.999924,5607.352051,0.359808
68.880,0.000000,-0.287497,1.221750,-0.790164,5.834725,-0.534960,65.082779,0.999924,5609.024414,0.459754
68.890,0.000000,-0.244954,1.226929,-0.893690,3.965507,-0.840183,65.536201,0.999924,5610.697266,0.559701
68.900,0.000000,-0.232291,1.246190,-0.911958,3.033228,-1.103206,65.463974,0.999924,5612.369629,0.659648
68.910,0.000000,-0.239548,1.274840,-0.873387,2.725576,-1.338095,65.041321,0.999924,5614.041992,0.759594
68.920,0.000000,-0.242001,1.302050,-0.881101,2.691215,-1.284748,64.910156,0.999924,5615.714355,0.859541
68.930,0.000000,-0.241250,1.328300,-0.919672,2.839048,-1.039242,64.973305,0.999924,5617.386719,0.959487
68.940,0.000000,-0.227603,1.339091,-0.921179,2.809881,-0.968112,65.204552,0.999924,5643.512695,1.956756
68.950,0.000000,-0.205358,1.339575,-0.897977,2.662714,-1.013232,65.547859,0.999924,5685.941406,3.552239
68.960,0.000000,-0.176373,1.329393,-0.896024,1.996534,-0.764541,65.591904,0.999924,5728.369629,5.147723
68.970,0.000000,-0.142895,1.312101,-0.908237,0.984346,-0.319976,65.436447,0.999924,5770.798340,6.743206
68.980,0.000000,-0.112252,1.301944,-0.913269,0.148758,0.110256,65.027390,0.999924,5813.227051,8.338690
68.990,0.000000,-0.083501,1.296544,-0.913513,-0.569096,0.530933,64.449280,0.999924,5855.655273,9.934173
69.000,0.000000,-0.105134,1.304093,-0.890828,-0.835062,0.692834,63.903229,0.999924,5898.083984,11.529656
69.010,0.000000,-0.160357,1.320276,-0.852856,-0.799769,0.682218,63.378559,0.999924,5940.512207,13.125140
69.020,0.000000,-0.197161,1.343929,-0.882940,-0.769270,0.730523,62.892750,0.999924,5982.940918,14.720623
69.030,0.000000,-0.221686,1.372563,-0.958395,-0.741967,0.818109,62.432850,0.999924,6025.369629,16.316107
69.040,0.000000,-0.168065,1.382768,-1.003004,0.018505,0.900917,62.187679,0.999924,6044.949707,17.219440
69.050,0.000000,-0.062346,1.380688,-1.027049,1.267759,0.980541,62.085659,0.999924,6049.297852,17.661343
69.060,0.000000,0.173004,1.331008,-1.146079,1.288003,6.530297,62.499565,0.999924,6053.645996,18.103243
69.070,0.000000,0.494775,1.249595,-1.328432,0.488907,15.726810,63.257427,0.999924,6057.994141,18.545145
69.080,0.000000,0.575584,1.161458,-1.222812,0.622356,17.741283,63.326412,0.999924,6062.342285,18.987045
69.090,0.000000,0.495753,1.068840,-0.925210,1.377501,14.967732,62.936146,0.999924,6066.690918,19.428947
69.100,0.000000,0.368758,1.032845,-0.768959,1.553302,12.534173,61.495560,0.999924,6071.039063,19.870848
69.110,0.000000,0.210319,1.034600,-0.706941,1.342874,10.327276,59.354763,0.999924,6075.387207,20.312750
69.120,0.000000,0.149330,1.064015,-0.712457,1.120858,7.627509,56.566868,0.999924,6079.735352,20.754650
69.130,0.000000,0.153306,1.111871,-0.762996,0.891118,4.599163,53.347572,0.999924,6084.083496,21.196552
69.140,0.000000,0.204363,1.147784,-0.710276,1.755740,1.333538,50.532471,0.999924,6070.108887,20.100435
69.150,0.000000,0.286808,1.175734,-0.588716,3.349936,-2.090272,47.986832,0.999924,6043.919434,17.978973
69.160,0.000000,0.362413,1.214582,-0.709123,2.884063,-2.632508,46.508999,0.999924,6017.729980,15.857512
69.170,0.000000,0.433457,1.260696,-0.990839,1.044811,-1.253695,45.743042,0.999924,5991.540039,13.736050
69.180,0.000000,0.358386,1.288964,-1.068078,1.412662,-1.886170,45.539650,0.999924,5965.350586,11.614588
69.190,0.000000,0.185906,1.305334,-1.008999,3.251914,-3.859506,45.711300,0.999924,5939.161133,9.493126
69.200,0.000000,0.205970,1.256698,-0.955631,1.342607,-4.178265,46.163750,0.999924,5912.971191,7.371664
69.210,0.000000,0.354399,1.164724,-0.906071,-3.065738,-3.393974,46.803398,0.999924,5886.781738,5.250202
69.220,0.000000,0.338227,1.076328,-0.866467,-3.914511,-3.614531,46.759998,0.999924,5860.592285,3.128740
69.230,0.000000,0.212321,0.990317,-0.833500,-2.390236,-4.504987,46.261234,0.999924,5834.402832,1.007279
69.240,0.000000,0.149363,0.983316,-0.871592,-0.700947,-4.986178,46.521305,0.999924,5790.823242,0.259403
69.250,0.000000,0.128369,1.028988,-0.957056,1.098351,-5.194526,47.287262,0.999924,5735.651367,0.427253
69.260,0.000000,-0.011395,1.115142,-0.968687,0.885924,-5.908484,48.342766,0.999924,5680.479492,0.595102
69.270,0.000000,-0.230339,1.228285,-0.931096,-0.667652,-6.959513,49.591293,0.999924,5625.307129,0.762951
69.280,0.000000,-0.267232,1.319455,-0.889098,0.021036,-7.946048,51.693878,0.999924,5570.134766,0.930800
69.290,0.000000,-0.182757,1.395976,-0.844163,2.204566,-8.889586,54.365829,0.999924,5514.962891,1.098650
69.300,0.000000,-0.167269,1.435270,-0.843031,3.791570,-8.743079,56.859974,0.999924,5459.791016,1.266499
69.310,0.000000,-0.197773,1.449746,-0.871102,4.980891,-7.869875,59.235580,0.999924,5404.618652,1.434348
69.320,0.000000,-0.233631,1.442394,-0.888337,4.155292,-7.226783,61.760815,0.999924,5349.446289,1.602197
69.330,0.000000,-0.273060,1.420489,-0.898346,1.986412,-6.737098,64.385803,0.999924,5294.274414,1.770046
69.340,0.000000,-0.345823,1.401833,-0.955669,1.580338,-5.376333,66.036255,0.999924,5286.404297,1.726955
69.350,0.000000,-0.440808,1.385343,-1.044533,2.349468,-3.434847,67.037025,0.999924,5310.068359,1.543236
69.360,0.000000,-0.551676,1.377713,-0.932869,2.939601,-4.191801,68.430328,0.999924,5333.732910,1.359518
69.370,0.000000,-0.673133,1.375990,-0.687520,3.410401,-6.747715,70.085312,0.999924,5357.396973,1.175799
69.380,0.000000,-0.635061,1.379027,-0.684446,3.064526,-8.629218,71.797630,0.999924,5381.061523,0.992081
69.390,0.000000,-0.490636,1.385236,-0.842890,2.174200,-10.061113,73.548164,0.999924,5404.725586,0.808362
69.400,0.000000,-0.442760,1.404069,-0.882831,-0.247593,-6.846979,74.192024,0.999924,5428.390137,0.624643
69.410,0.000000,-0.459249,1.431317,-0.843771,-3.690365,-0.535491,74.098099,0.999924,5452.054199,0.440925
69.420,0.000000,-0.426588,1.459481,-0.771760,-3.370594,0.027978,74.717346,0.999924,5475.718750,0.257206
